library_id,polynomial_degree,include_sin_cos,stlsq_threshold,system_id,source_initial_condition_set,dimension,phasec_representability_threeway,n_target_regressions,n_evaluation_integrations,fit_elapsed_s_context,elapsed_s_evidence_role
poly_deg2_stlsq_0.1,2,False,0.1,11,1,1,exact,1,2,0.004809799998838571,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,11,2,1,exact,1,2,0.005720900000596885,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,12,1,1,exact,1,2,0.007294599998203921,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,12,2,1,exact,1,2,0.005412000000433181,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,13,1,1,surrogate:eq1_not_representable,1,2,0.004739199999676202,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,13,2,1,surrogate:eq1_not_representable,1,2,0.004297599998608348,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,14,1,1,surrogate:eq1_not_representable,1,2,0.007837799999833805,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,14,2,1,surrogate:eq1_not_representable,1,2,0.006811500001276727,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,15,1,1,surrogate:eq1_not_representable,1,2,0.005600399999821093,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,15,2,1,surrogate:eq1_not_representable,1,2,0.010227499999018619,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,16,1,1,surrogate:eq1_not_representable,1,2,0.005267400001685019,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,16,2,1,surrogate:eq1_not_representable,1,2,0.00811249999969732,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,17,1,1,exact,1,2,0.015603600000758888,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,17,2,1,exact,1,2,0.005051599999205791,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,18,1,1,surrogate:eq1_not_representable,1,2,0.005699399998775334,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,18,2,1,surrogate:eq1_not_representable,1,2,0.009096499999941443,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,19,1,1,surrogate:eq1_not_representable,1,2,0.008445200001006015,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,19,2,1,surrogate:eq1_not_representable,1,2,0.005407000000559492,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,20,1,1,surrogate:eq1_not_representable,1,2,0.0053197000015643425,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,20,2,1,surrogate:eq1_not_representable,1,2,0.006186000000525382,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,21,1,1,surrogate:eq1_not_representable,1,2,0.009661300000516349,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,21,2,1,surrogate:eq1_not_representable,1,2,0.006644500001129927,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,22,1,1,surrogate:eq1_not_representable,1,2,0.0052549000010913005,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,22,2,1,surrogate:eq1_not_representable,1,2,0.005812500001411536,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,23,1,1,exact,1,2,0.00466220000089379,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,23,2,1,exact,1,2,0.005268199998681666,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,24,1,2,exact,2,2,0.015205899999273242,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,24,2,2,exact,2,2,0.015921600001092884,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,25,1,2,exact,2,2,0.009964400000171736,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,25,2,2,exact,2,2,0.010454900000695488,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,26,1,2,exact,2,2,0.01296829999955662,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,26,2,2,exact,2,2,0.0058421000012458535,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,27,1,2,exact,2,2,0.011982500000158325,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,27,2,2,exact,2,2,0.009704899999633199,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,28,1,2,exact,2,2,0.017286299998886534,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,28,2,2,exact,2,2,0.0168033000009018,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,29,1,2,exact,2,2,0.009188600000925362,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,29,2,2,exact,2,2,0.007057499999064021,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,30,1,2,surrogate:eq1_not_representable,2,2,0.0069203000002744375,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,30,2,2,surrogate:eq1_not_representable,2,2,0.013160200000129407,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,31,1,2,exact,2,2,0.006451100000049337,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,31,2,2,exact,2,2,0.00744230000054813,context_not_evidence
