t;x1;x2;yhat1;yhat2
0,0;1,0;-0,0;1,0;-0,0
0,05025125628140704;0,9987376712894681;-0,050230109966933716;0,9987389392578472;0,00501683867825334
0,10050251256281408;0,9949538721054195;-0,10033340611397856;0,9949612031438451;0,010014266099259792
0,1507537688442211;0,9886581552445438;-0,15018339478269713;0,9886797085030592;0,014979707781134678
0,20100502512562815;0,9798664152351348;-0,19965422182925707;0,9799136708481196;0,019900685132405352
0,25125628140703515;0,9686008482088515;-0,24862099036302904;0,9686885371467343;0,024764850145718848
0,3015075376884422;0,954889895863089;-0,2969600760684488;0,9550359309957068;0,029560015401829953
0,35175879396984927;0,9387681736554372;-0,3445494393140628;0,9389935527455822;0,03427417940327452
0,4020100502512563;0,9202763834115076;-0,3912689332607891;0,9206050617036473;0,03889556681005377
0,45226130653266333;0,8994612105667685;-0,4370006071915269;0,8999199957401942;0,04341265125024524
0,5025125628140703;0,8763752063018132;-0,4816290042963093;0,8769936214920289;0,047814178348114515
0,5527638190954773;0,8510766548686318;-0,5250414531611954;0,851886746312493;0,05208920668255808
0,6030150753768844;0,8236294264428422;-0,5671283522249921;0,8246656165200287;0,05622713074908659
0,6532663316582915;0,7941028158733772;-0,6077834464856485;0,7954017388689357;0,060217700118755955
0,7035175879396985;0,76257136773673;-0,6469040957577351;0,7641716710935085;0,06405104475503759
0,7537688442211056;0,7291146881374355;-0,6843915338037505;0,7310567622005807;0,06771771590820687
0,8040201005025126;0,6938172437299284;-0,720151117685035;0,6961430703724948;0,07120869526450105
0,8542713567839196;0,6567681484691764;-0,7540925667027688;0,659521082443211;0,07451541402505156
0,9045226130653267;0,6180609386284736;-0,7861301903258074;0,6212854606906059;0,07762977672363679
0,9547738693467337;0,5777933366523927;-0,8161831045299178;0,5815347226382983;0,08054419512655946
1,0050251256281406;0,5360670044410915;-0,8441754360022299;0,5403711662105657;0,08325159305742602
1,0552763819095476;0,49298728668884045;-0,8700365136953593;0,49790051917926276;0,08574542062446872
1,1055276381909547;0,4486629449247604;-0,8937010472475913;0,4542316761787582;0,08801967063578615
1,1557788944723617;0,4032058829272198;-0,9151092918186773;0,40947627725113606;0,09006890814941894
1,2060301507537687;0,35673086420513045;-0,934207198925089;0,3637486451914762;0,09188827346842943
