run_id,experiment_id,phase,hypothesis,run_type,include_in_paper,system_id,system_name,system_dim,system_representability,system_expected_stage,variant,variant_slug,seed,status,inferred_status,success,failure_reason,started_at,finished_at,loss,objective,exact_support_match,final_stage,stage_overshoot,wasted_levels,total_loss_evals,total_invalid_evals,elapsed_s,partial,metrics_available,corrupted,campaign_manifest_index,initial_condition_set,config_fingerprint,git_hash,git_dirty,r2,r2_by_dim,total_parameter_fits,total_ode_solves,stage_cap_behavior_fingerprint,support_terms,condition,use_pretuning,n_levels,eq_overshoot,eq_final_stages,stage_caps,solver_retcodes,optimizer_retcodes,total_diverged_solves,total_invalid_solves,total_nonfinite_solves,total_solver_unstable_solves,total_step_limit_solves,total_optimizer_limit_hits,total_optimizer_budget_stop_fits
142_evogrow_v2_2_stage_capped_pretune_on_24_2_42,paper1_phaseB_v1,B,,campaign_cell,,24,Harmonic oscillator without damping,2,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-08-31T21:31:51.718Z,6.500307482582096e-15,,True,1,0,0,3159,,11.930666927,False,True,False,142,2,604e79733b22d64d,91f88c4,False,0.9999999999994436,"[0.9999999999991269, 0.9999999999997603]",30,3159,ffb0266c7913352c,"[[""u2""],[""u1""]]",pretune_on,True,30,"[0,0]","[1,1]","[null,null]","[""Success""]","[""Success""]",0,0,0,0,0,0,0
143_evogrow_v2_2_stage_capped_pretune_on_24_2_123,paper1_phaseB_v1,B,,campaign_cell,,24,Harmonic oscillator without damping,2,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-08-31T21:32:45.094Z,6.500307482582096e-15,,True,1,0,0,3521,,11.522935978,False,True,False,143,2,604e79733b22d64d,91f88c4,False,0.9999999999994436,"[0.9999999999991269, 0.9999999999997603]",30,3521,ffb0266c7913352c,"[[""u2""],[""u1""]]",pretune_on,True,30,"[0,0]","[1,1]","[null,null]","[""Success""]","[""Success""]",0,0,0,0,0,0,0
144_evogrow_v2_2_stage_capped_pretune_on_24_2_7,paper1_phaseB_v1,B,,campaign_cell,,24,Harmonic oscillator without damping,2,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-08-31T21:33:38.425Z,6.500307482582096e-15,,True,1,0,0,4361,,11.39969734,False,True,False,144,2,604e79733b22d64d,91f88c4,False,0.9999999999994436,"[0.9999999999991269, 0.9999999999997603]",30,4361,ffb0266c7913352c,"[[""u2""],[""u1""]]",pretune_on,True,30,"[0,0]","[1,1]","[null,null]","[""Success""]","[""Success""]",0,0,0,0,0,0,0
145_evogrow_v2_2_stage_capped_pretune_on_25_1_42,paper1_phaseB_v1,B,,campaign_cell,,25,Harmonic oscillator with damping,2,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-08-31T21:34:31.943Z,7.435665496133467e-15,,True,1,0,0,7942,,12.302101015,False,True,False,145,1,604e79733b22d64d,91f88c4,False,0.9999999999984157,"[0.9999999999984229, 0.9999999999984085]",30,7942,ffb0266c7913352c,"[[""u2""],[""u1"",""u2""]]",pretune_on,True,30,"[0,0]","[1,1]","[null,null]","[""Success""]","[""Success""]",0,0,0,0,0,0,0
146_evogrow_v2_2_stage_capped_pretune_on_25_1_123,paper1_phaseB_v1,B,,campaign_cell,,25,Harmonic oscillator with damping,2,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-08-31T21:35:26.606Z,7.435665496133467e-15,,True,1,0,0,7353,,12.728291832,False,True,False,146,1,604e79733b22d64d,91f88c4,False,0.9999999999984157,"[0.9999999999984229, 0.9999999999984085]",30,7353,ffb0266c7913352c,"[[""u2""],[""u1"",""u2""]]",pretune_on,True,30,"[0,0]","[1,1]","[null,null]","[""Success""]","[""Success""]",0,0,0,0,0,0,0
147_evogrow_v2_2_stage_capped_pretune_on_25_1_7,paper1_phaseB_v1,B,,campaign_cell,,25,Harmonic oscillator with damping,2,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-08-31T21:36:21.885Z,7.435665496133467e-15,,True,1,0,0,6716,,12.143235449,False,True,False,147,1,604e79733b22d64d,91f88c4,False,0.9999999999984157,"[0.9999999999984229, 0.9999999999984085]",30,6716,ffb0266c7913352c,"[[""u2""],[""u1"",""u2""]]",pretune_on,True,30,"[0,0]","[1,1]","[null,null]","[""Success""]","[""Success""]",0,0,0,0,0,0,0
148_evogrow_v2_2_stage_capped_pretune_on_25_2_42,paper1_phaseB_v1,B,,campaign_cell,,25,Harmonic oscillator with damping,2,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-08-31T21:37:15.534Z,9.670438757021704e-15,,True,1,0,0,5382,,11.717967252,False,True,False,148,2,604e79733b22d64d,91f88c4,False,0.9999999999983309,"[0.9999999999981198, 0.9999999999985419]",30,5382,ffb0266c7913352c,"[[""u2""],[""u1"",""u2""]]",pretune_on,True,30,"[0,0]","[1,1]","[null,null]","[""Success""]","[""Success""]",0,0,0,0,0,0,0
149_evogrow_v2_2_stage_capped_pretune_on_25_2_123,paper1_phaseB_v1,B,,campaign_cell,,25,Harmonic oscillator with damping,2,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-08-31T21:38:08.166Z,9.670438757021704e-15,,True,1,0,0,6110,,11.735349518,False,True,False,149,2,604e79733b22d64d,91f88c4,False,0.9999999999983309,"[0.9999999999981198, 0.9999999999985419]",30,6110,ffb0266c7913352c,"[[""u2""],[""u1"",""u2""]]",pretune_on,True,30,"[0,0]","[1,1]","[null,null]","[""Success""]","[""Success""]",0,0,0,0,0,0,0
150_evogrow_v2_2_stage_capped_pretune_on_25_2_7,paper1_phaseB_v1,B,,campaign_cell,,25,Harmonic oscillator with damping,2,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-08-31T21:39:00.875Z,9.670438757021704e-15,,True,1,0,0,6386,,11.667172449,False,True,False,150,2,604e79733b22d64d,91f88c4,False,0.9999999999983309,"[0.9999999999981198, 0.9999999999985419]",30,6386,ffb0266c7913352c,"[[""u2""],[""u1"",""u2""]]",pretune_on,True,30,"[0,0]","[1,1]","[null,null]","[""Success""]","[""Success""]",0,0,0,0,0,0,0
151_evogrow_v2_2_stage_capped_pretune_on_26_1_42,paper1_phaseB_v1,B,,campaign_cell,,26,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-08-31T21:39:54.038Z,0.00026528265402314016,,False,3,0,0,1295098,,521.477331135,False,True,False,151,1,604e79733b22d64d,91f88c4,False,0.997319587851388,"[0.9996380959970025, 0.9950010797057735]",290,1295098,ffb0266c7913352c,"[[""u1"",""u2"",""u2^2"",""u1*u2""],[""u1"",""u2"",""u1^2""]]",pretune_on,True,30,"[0,0]","[3,3]","[3,3]","[""Success"",""Unstable"",""MaxIters""]","[""Success"",""Failure"",""MaxLossEvals""]",11885,11909,0,11885,24,156,31
152_evogrow_v2_2_stage_capped_pretune_on_26_1_123,paper1_phaseB_v1,B,,campaign_cell,,26,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-08-31T21:49:18.439Z,0.00026528265402314016,,False,3,0,0,1463813,,541.877394697,False,True,False,152,1,604e79733b22d64d,91f88c4,False,0.997319587851388,"[0.9996380959970025, 0.9950010797057735]",290,1463813,ffb0266c7913352c,"[[""u1"",""u2"",""u2^2"",""u1*u2""],[""u1"",""u2"",""u1^2""]]",pretune_on,True,30,"[0,0]","[3,3]","[3,3]","[""Success"",""Unstable"",""MaxIters""]","[""Success"",""Failure"",""MaxLossEvals""]",14034,14050,0,14034,16,162,40
153_evogrow_v2_2_stage_capped_pretune_on_26_1_7,paper1_phaseB_v1,B,,campaign_cell,,26,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-08-31T21:59:02.309Z,0.0002010216501589326,,False,3,0,0,924162,,254.541831906,False,True,False,153,1,604e79733b22d64d,91f88c4,False,0.9979555293078355,"[0.9997401865518795, 0.9961708720637916]",290,924162,ffb0266c7913352c,"[[""u1"",""u2"",""u1^2"",""u1*u2""],[""u1"",""u2"",""u1^2""]]",pretune_on,True,30,"[0,0]","[3,3]","[3,3]","[""Success"",""Unstable""]","[""Failure"",""Success"",""MaxLossEvals""]",11991,11991,0,11991,0,177,6
154_evogrow_v2_2_stage_capped_pretune_on_26_2_42,paper1_phaseB_v1,B,,campaign_cell,,26,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-08-31T22:03:59.106Z,0.0005089221678325005,,False,3,0,0,505259,,134.01480676,False,True,False,154,2,604e79733b22d64d,91f88c4,False,0.9905024057076295,"[0.9909333408052654, 0.9900714706099937]",290,505259,ffb0266c7913352c,"[[""u1"",""u2"",""u1^2""],[""u1"",""u2"",""u2^2""]]",pretune_on,True,30,"[0,0]","[3,3]","[3,3]","[""Success"",""Unstable""]","[""Success"",""Failure"",""MaxLossEvals""]",8763,8763,0,8763,0,104,11
155_evogrow_v2_2_stage_capped_pretune_on_26_2_123,paper1_phaseB_v1,B,,campaign_cell,,26,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-08-31T22:06:54.366Z,0.0005089221678325005,,False,3,0,0,497385,,131.101007307,False,True,False,155,2,604e79733b22d64d,91f88c4,False,0.9905024057076295,"[0.9909333408052654, 0.9900714706099937]",290,497385,ffb0266c7913352c,"[[""u1"",""u2"",""u1^2""],[""u1"",""u2"",""u2^2""]]",pretune_on,True,30,"[0,0]","[3,3]","[3,3]","[""Success"",""Unstable""]","[""Failure"",""Success"",""MaxLossEvals""]",8197,8197,0,8197,0,109,9
156_evogrow_v2_2_stage_capped_pretune_on_26_2_7,paper1_phaseB_v1,B,,campaign_cell,,26,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-08-31T22:09:46.806Z,0.0005089221678325005,,False,3,0,0,837045,,231.926170583,False,True,False,156,2,604e79733b22d64d,91f88c4,False,0.9905024057076295,"[0.9909333408052654, 0.9900714706099937]",290,837045,ffb0266c7913352c,"[[""u1"",""u2"",""u1^2""],[""u1"",""u2"",""u2^2""]]",pretune_on,True,30,"[0,0]","[3,3]","[3,3]","[""Success"",""Unstable""]","[""Failure"",""Success"",""MaxLossEvals""]",11748,11748,0,11748,0,114,24
157_evogrow_v2_2_stage_capped_pretune_on_27_1_42,paper1_phaseB_v1,B,,campaign_cell,,27,Lotka-Volterra simple (as on Wikipedia),2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-08-31T22:14:19.526Z,4.2080750622022415e-08,,True,3,0,0,1278631,,2247.525293394,False,True,False,157,1,604e79733b22d64d,91f88c4,False,0.9999999932529045,"[0.9999999899651785, 0.9999999965406303]",290,1278631,ffb0266c7913352c,"[[""u1"",""u2"",""u1^2"",""u1*u2""],[""u1"",""u2"",""u1*u2""]]",pretune_on,True,30,"[0,0]","[3,3]","[3,3]","[""Success"",""Unstable"",""MaxIters""]","[""Failure"",""Success"",""MaxLossEvals""]",22872,23324,0,22872,452,166,43
158_evogrow_v2_2_stage_capped_pretune_on_27_1_123,paper1_phaseB_v1,B,,campaign_cell,,27,Lotka-Volterra simple (as on Wikipedia),2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-08-31T22:52:28.368Z,6.544152126027301e-07,,True,3,0,0,982202,,1458.861231439,False,True,False,158,1,604e79733b22d64d,91f88c4,False,0.9999998929144474,"[0.9999999362073203, 0.9999998496215744]",290,982202,ffb0266c7913352c,"[[""u1"",""u2"",""u1^2"",""u1*u2""],[""u1"",""u2"",""u2^2"",""u1*u2""]]",pretune_on,True,30,"[0,0]","[3,3]","[3,3]","[""Success"",""Unstable"",""MaxIters""]","[""Success"",""Failure"",""MaxLossEvals""]",24235,24507,0,24235,272,151,28
159_evogrow_v2_2_stage_capped_pretune_on_27_1_7,paper1_phaseB_v1,B,,campaign_cell,,27,Lotka-Volterra simple (as on Wikipedia),2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-08-31T23:17:27.724Z,1.1314769442629891e-05,,False,3,0,0,990234,,1718.927111438,False,True,False,159,1,604e79733b22d64d,91f88c4,False,0.9999981888823557,"[0.9999971711555417, 0.9999992066091697]",290,990234,ffb0266c7913352c,"[[""u1"",""u2"",""u1^2"",""u2^2"",""u1*u2""],[""u1"",""u2"",""u2^2"",""u1*u2""]]",pretune_on,True,30,"[0,0]","[3,3]","[3,3]","[""Success"",""Unstable"",""MaxIters""]","[""Success"",""Failure"",""MaxLossEvals""]",25045,25447,0,25045,402,152,26
160_evogrow_v2_2_stage_capped_pretune_on_27_2_42,paper1_phaseB_v1,B,,campaign_cell,,27,Lotka-Volterra simple (as on Wikipedia),2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-08-31T23:46:47.296Z,1.8922389585457848e-08,,True,3,0,0,3758238,,2515.610476272,False,True,False,160,2,604e79733b22d64d,91f88c4,False,0.9999999912586945,"[0.9999999958839698, 0.9999999866334193]",350,3758238,ffb0266c7913352c,"[[""u1"",""u2"",""u1^2"",""u2^2"",""u1*u2""],[""u1"",""u2"",""u1^2"",""u2^2"",""u1*u2""]]",pretune_on,True,30,"[0,0]","[3,3]","[3,3]","[""Success"",""Unstable"",""MaxIters""]","[""Success"",""Failure"",""MaxLossEvals""]",57991,58055,0,57991,64,218,82
161_evogrow_v2_2_stage_capped_pretune_on_27_2_123,paper1_phaseB_v1,B,,campaign_cell,,27,Lotka-Volterra simple (as on Wikipedia),2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-08-31T23:52:21.833Z,1.8922389585457848e-08,,True,3,0,0,3601738,,2635.597882298,False,True,False,161,2,604e79733b22d64d,91f88c4,False,0.9999999912586945,"[0.9999999958839698, 0.9999999866334193]",350,3601738,ffb0266c7913352c,"[[""u1"",""u2"",""u1^2"",""u2^2"",""u1*u2""],[""u1"",""u2"",""u1^2"",""u2^2"",""u1*u2""]]",pretune_on,True,30,"[0,0]","[3,3]","[3,3]","[""Success"",""Unstable"",""MaxIters""]","[""Success"",""Failure"",""MaxLossEvals""]",57385,57497,0,57385,112,216,75
162_evogrow_v2_2_stage_capped_pretune_on_27_2_7,paper1_phaseB_v1,B,,campaign_cell,,27,Lotka-Volterra simple (as on Wikipedia),2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-01T00:29:23.908Z,1.8922389585457848e-08,,True,3,0,0,3686385,,2342.827372531,False,True,False,162,2,604e79733b22d64d,91f88c4,False,0.9999999912586945,"[0.9999999958839698, 0.9999999866334193]",350,3686385,ffb0266c7913352c,"[[""u1"",""u2"",""u1^2"",""u2^2"",""u1*u2""],[""u1"",""u2"",""u1^2"",""u2^2"",""u1*u2""]]",pretune_on,True,30,"[0,0]","[3,3]","[3,3]","[""Success"",""Unstable"",""MaxIters""]","[""Failure"",""Success"",""MaxLossEvals""]",52776,52808,0,52776,32,208,84
163_evogrow_v2_2_stage_capped_pretune_on_28_1_42,paper1_phaseB_v1,B,,campaign_cell,,28,Pendulum without friction,2,exact,5,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-01T00:36:57.151Z,2.1320340678542028e-06,,False,5,0,0,585644,,114.278850714,False,True,False,163,1,604e79733b22d64d,91f88c4,False,0.9999978895878622,"[0.9999997503824908, 0.9999960287932336]",410,585644,ffb0266c7913352c,"[[""u2""],[""u1"",""u1^3""]]",pretune_on,True,30,"[0,0]","[5,5]","[null,5]","[""Success"",""Unstable""]","[""Success"",""Failure"",""MaxLossEvals""]",284,284,0,284,0,62,16
164_evogrow_v2_2_stage_capped_pretune_on_28_1_123,paper1_phaseB_v1,B,,campaign_cell,,28,Pendulum without friction,2,exact,5,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-01T00:37:24.760Z,2.1320340678542028e-06,,False,5,0,0,841712,,161.194515111,False,True,False,164,1,604e79733b22d64d,91f88c4,False,0.9999978895878622,"[0.9999997503824908, 0.9999960287932336]",410,841712,ffb0266c7913352c,"[[""u2""],[""u1"",""u1^3""]]",pretune_on,True,30,"[0,0]","[5,5]","[null,5]","[""Success"",""Unstable""]","[""Success"",""Failure"",""MaxLossEvals""]",172,172,0,172,0,68,29
165_evogrow_v2_2_stage_capped_pretune_on_28_1_7,paper1_phaseB_v1,B,,campaign_cell,,28,Pendulum without friction,2,exact,5,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-01T00:39:32.632Z,2.1320340678542028e-06,,False,5,0,0,691803,,136.653629776,False,True,False,165,1,604e79733b22d64d,91f88c4,False,0.9999978895878622,"[0.9999997503824908, 0.9999960287932336]",410,691803,ffb0266c7913352c,"[[""u2""],[""u1"",""u1^3""]]",pretune_on,True,30,"[0,0]","[5,5]","[null,5]","[""Success"",""Unstable""]","[""Success"",""Failure"",""MaxLossEvals""]",214,214,0,214,0,58,22
166_evogrow_v2_2_stage_capped_pretune_on_28_2_42,paper1_phaseB_v1,B,,campaign_cell,,28,Pendulum without friction,2,exact,5,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-01T00:40:47.346Z,5.724014279320737e-05,,False,5,0,0,228277,,49.187607366,False,True,False,166,2,604e79733b22d64d,91f88c4,False,0.9998311122290704,"[0.9999755417548892, 0.9996866827032517]",410,228277,ffb0266c7913352c,"[[""u2""],[""u1""]]",pretune_on,True,30,"[0,0]","[5,5]","[null,5]","[""Success""]","[""Success"",""MaxLossEvals""]",0,0,0,0,0,7,7
167_evogrow_v2_2_stage_capped_pretune_on_28_2_123,paper1_phaseB_v1,B,,campaign_cell,,28,Pendulum without friction,2,exact,5,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-01T00:42:16.599Z,5.724014279320737e-05,,False,5,0,0,103258,,30.47216406,False,True,False,167,2,604e79733b22d64d,91f88c4,False,0.9998311122290704,"[0.9999755417548892, 0.9996866827032517]",410,103258,ffb0266c7913352c,"[[""u2""],[""u1""]]",pretune_on,True,30,"[0,0]","[5,5]","[null,5]","[""Success""]","[""Success"",""MaxLossEvals""]",0,0,0,0,0,1,1
168_evogrow_v2_2_stage_capped_pretune_on_28_2_7,paper1_phaseB_v1,B,,campaign_cell,,28,Pendulum without friction,2,exact,5,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-01T00:42:30.162Z,5.724014279320737e-05,,False,5,0,0,131720,,33.72873455,False,True,False,168,2,604e79733b22d64d,91f88c4,False,0.9998311122290704,"[0.9999755417548892, 0.9996866827032517]",410,131720,ffb0266c7913352c,"[[""u2""],[""u1""]]",pretune_on,True,30,"[0,0]","[5,5]","[null,5]","[""Success""]","[""Success"",""MaxLossEvals""]",0,0,0,0,0,2,2
169_evogrow_v2_2_stage_capped_pretune_on_29_1_42,paper1_phaseB_v1,B,,campaign_cell,,29,Dipole fixed point,2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-01T00:43:27.700Z,0.0006430444570454846,,False,3,0,0,113886,,37.839004893,False,True,False,169,1,604e79733b22d64d,91f88c4,False,0.9979290413085751,"[0.9998277197217111, 0.9960303628954391]",270,113886,ffb0266c7913352c,"[[""u1"",""u2"",""u2^2"",""u1*u2""],[""u1"",""u2"",""u2^2""]]",pretune_on,True,30,"[0,0]","[3,2]","[3,2]","[""Success"",""Unstable""]","[""Success"",""Failure""]",1155,1155,0,1155,0,2,0
170_evogrow_v2_2_stage_capped_pretune_on_29_1_123,paper1_phaseB_v1,B,,campaign_cell,,29,Dipole fixed point,2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-01T00:43:45.040Z,0.0006430444570454846,,False,3,0,0,109764,,36.032539436,False,True,False,170,1,604e79733b22d64d,91f88c4,False,0.9979290413085751,"[0.9998277197217111, 0.9960303628954391]",270,109764,ffb0266c7913352c,"[[""u1"",""u2"",""u2^2"",""u1*u2""],[""u1"",""u2"",""u2^2""]]",pretune_on,True,30,"[0,0]","[3,2]","[3,2]","[""Success"",""Unstable""]","[""Success"",""Failure""]",894,894,0,894,0,5,0
171_evogrow_v2_2_stage_capped_pretune_on_29_1_7,paper1_phaseB_v1,B,,campaign_cell,,29,Dipole fixed point,2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-01T00:44:14.245Z,0.0006430444570454846,,False,3,0,0,109577,,37.804466852,False,True,False,171,1,604e79733b22d64d,91f88c4,False,0.9979290413085751,"[0.9998277197217111, 0.9960303628954391]",270,109577,ffb0266c7913352c,"[[""u1"",""u2"",""u2^2"",""u1*u2""],[""u1"",""u2"",""u2^2""]]",pretune_on,True,30,"[0,0]","[3,2]","[3,2]","[""Success"",""Unstable""]","[""Success"",""Failure""]",1089,1089,0,1089,0,4,0
172_evogrow_v2_2_stage_capped_pretune_on_29_2_42,paper1_phaseB_v1,B,,campaign_cell,,29,Dipole fixed point,2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-01T00:44:47.989Z,0.0008017760434867931,,False,3,0,0,134988,,35.48524644,False,True,False,172,2,604e79733b22d64d,91f88c4,False,0.9883436909965309,"[0.9933136100098151, 0.9833737719832467]",270,134988,ffb0266c7913352c,"[[""u1"",""u1^2"",""u2^2""],[""u1"",""u2""]]",pretune_on,True,30,"[0,0]","[3,2]","[3,2]","[""Success""]","[""Failure"",""Success""]",0,0,0,0,0,18,0
173_evogrow_v2_2_stage_capped_pretune_on_29_2_123,paper1_phaseB_v1,B,,campaign_cell,,29,Dipole fixed point,2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-01T00:45:02.005Z,0.0008017760434867931,,False,3,0,0,156396,,39.501651024,False,True,False,173,2,604e79733b22d64d,91f88c4,False,0.9883436909965309,"[0.9933136100098151, 0.9833737719832467]",270,156396,ffb0266c7913352c,"[[""u1"",""u1^2"",""u2^2""],[""u1"",""u2""]]",pretune_on,True,30,"[0,0]","[3,2]","[3,2]","[""Success""]","[""Success"",""Failure""]",0,0,0,0,0,27,0
174_evogrow_v2_2_stage_capped_pretune_on_29_2_7,paper1_phaseB_v1,B,,campaign_cell,,29,Dipole fixed point,2,exact,3,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-01T00:45:34.356Z,0.0008017760434867931,,False,3,0,0,116213,,32.387248843,False,True,False,174,2,604e79733b22d64d,91f88c4,False,0.9883436909965309,"[0.9933136100098151, 0.9833737719832467]",270,116213,ffb0266c7913352c,"[[""u1"",""u1^2"",""u2^2""],[""u1"",""u2""]]",pretune_on,True,30,"[0,0]","[3,2]","[3,2]","[""Success""]","[""Success"",""Failure""]",0,0,0,0,0,11,0
175_evogrow_v2_2_stage_capped_pretune_on_30_1_42,paper1_phaseB_v1,B,,campaign_cell,,30,RNA molecules catalyzing each others replication,2,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-01T00:46:05.604Z,0.00018851953855667633,,,5,,,797098,,91.644870023,False,True,False,175,1,604e79733b22d64d,91f88c4,False,0.9836863057077017,"[0.9838437598624216, 0.9835288515529818]",410,797098,ffb0266c7913352c,"[[""u2""],[""u2""]]",pretune_on,True,30,null,"[5,5]","[null,null]","[""Success""]","[""Success"",""Failure""]",0,0,0,0,0,126,0
176_evogrow_v2_2_stage_capped_pretune_on_30_1_123,paper1_phaseB_v1,B,,campaign_cell,,30,RNA molecules catalyzing each others replication,2,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-01T00:46:21.677Z,0.00018851953855667633,,,5,,,611227,,74.909909508,False,True,False,176,1,604e79733b22d64d,91f88c4,False,0.9836863057077017,"[0.9838437598624216, 0.9835288515529818]",410,611227,ffb0266c7913352c,"[[""u2""],[""u2""]]",pretune_on,True,30,null,"[5,5]","[null,null]","[""Success""]","[""Success"",""Failure""]",0,0,0,0,0,107,0
177_evogrow_v2_2_stage_capped_pretune_on_30_1_7,paper1_phaseB_v1,B,,campaign_cell,,30,RNA molecules catalyzing each others replication,2,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-01T00:46:47.813Z,0.00018851953855667633,,,5,,,416213,,56.329532968,False,True,False,177,1,604e79733b22d64d,91f88c4,False,0.9836863057077017,"[0.9838437598624216, 0.9835288515529818]",410,416213,ffb0266c7913352c,"[[""u2""],[""u2""]]",pretune_on,True,30,null,"[5,5]","[null,null]","[""Success""]","[""Success"",""Failure""]",0,0,0,0,0,59,0
178_evogrow_v2_2_stage_capped_pretune_on_30_2_42,paper1_phaseB_v1,B,,campaign_cell,,30,RNA molecules catalyzing each others replication,2,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-01T00:48:17.768Z,0.00011759532133773351,,,5,,,534476,,66.192832086,False,True,False,178,2,604e79733b22d64d,91f88c4,False,0.9923521905747871,"[0.9923314279601092, 0.992372953189465]",410,534476,ffb0266c7913352c,"[[""u2""],[""u1""]]",pretune_on,True,30,null,"[5,5]","[null,null]","[""Success""]","[""Success"",""Failure""]",0,0,0,0,0,87,0
