variant_slug,system_id,initial_condition_set,system_name,n_seeds,n_valid,mean_loss,std_loss,exact_match_rate,mean_final_stage,mean_stage_overshoot,mean_wasted_levels,mean_elapsed_s,mean_invalid_evals,mean_r2,n_r2,mean_total_parameter_fits,mean_total_ode_solves
evogrow_v2_2_stage_capped_pretune_on,26,1,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),3,3,0.000243862,3.71011e-05,0,3,0,0,439.299,,0.997532,3,290,1.22769e+06
evogrow_v2_2_stage_capped_pretune_on,26,2,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),3,3,0.000508922,0,0,3,0,0,165.681,,0.990502,3,290,613230
evogrow_v2_2_stage_capped_pretune_on,27,1,Lotka-Volterra simple (as on Wikipedia),3,3,4.00376e-06,6.33892e-06,0.666667,3,0,0,1808.44,,0.999999,3,290,1.08369e+06
evogrow_v2_2_stage_capped_pretune_on,27,2,Lotka-Volterra simple (as on Wikipedia),3,3,1.89224e-08,0,1,3,0,0,2498.01,,1,3,350,3.68212e+06
evogrow_v2_2_stage_capped_pretune_on,28,1,Pendulum without friction,3,3,2.13203e-06,0,0,5,0,0,137.376,,0.999998,3,410,706386
evogrow_v2_2_stage_capped_pretune_on,28,2,Pendulum without friction,3,3,5.72401e-05,0,0,5,0,0,37.7962,,0.999831,3,410,154418
evogrow_v2_2_stage_capped_pretune_on,29,1,Dipole fixed point,3,3,0.000643044,0,0,3,0,0,37.2253,,0.997929,3,270,111076
evogrow_v2_2_stage_capped_pretune_on,29,2,Dipole fixed point,3,3,0.000801776,0,0,3,0,0,35.7914,,0.988344,3,270,135866
evogrow_v2_2_stage_capped_pretune_on,30,1,RNA molecules catalyzing each others replication,3,3,0.00018852,0,,5,,,74.2948,,0.983686,3,410,608179
evogrow_v2_2_stage_capped_pretune_on,30,2,RNA molecules catalyzing each others replication,3,3,0.000117595,0,,5,,,81.0159,,0.992352,3,410,698073
evogrow_v2_2_stage_capped_pretune_on,31,1,SIR infection model only for healthy and sick,3,3,0.000134292,0,0,3,0,0,244.257,,0.999947,3,290,1.05799e+06
evogrow_v2_2_stage_capped_pretune_on,31,2,SIR infection model only for healthy and sick,3,3,2.75361e-08,0,0,5,2,8,9370.39,,1,3,450,4.77819e+06
evogrow_v2_2_stage_capped_pretune_on,32,1,Damped double well oscillator,3,3,1.95709e-12,0,1,4,0,0,1598.75,,1,3,350,1.83254e+06
evogrow_v2_2_stage_capped_pretune_on,32,2,Damped double well oscillator,3,3,39.1988,0,0,5,1,4,323.863,,0.445029,3,410,628943
evogrow_v2_2_stage_capped_pretune_on,33,1,Glider (dimensionless),3,3,0.0277553,0.0394488,,5,,,5532.81,,0.977554,3,503.333,6.10466e+06
evogrow_v2_2_stage_capped_pretune_on,33,2,Glider (dimensionless),3,3,0.00107408,7.28368e-05,,5,,,2664.94,,0.999969,3,510,4.35485e+06
evogrow_v2_2_stage_capped_pretune_on,34,1,Frictionless bead on a rotating hoop (dimensionless),3,3,0.000432898,6.63936e-20,,5,,,120.898,,0.999643,3,410,537466
evogrow_v2_2_stage_capped_pretune_on,34,2,Frictionless bead on a rotating hoop (dimensionless),3,3,1.3982e-05,0,,5,,,47.1834,,0.99995,3,410,215854
evogrow_v2_2_stage_capped_pretune_on,35,1,Rotational dynamics of an object in a shear flow,3,3,0.527487,0,,5,,,22910,,0.569583,3,496.667,3.33785e+06
evogrow_v2_2_stage_capped_pretune_on,35,2,Rotational dynamics of an object in a shear flow,3,3,0.00183789,2.65574e-19,,5,,,6783.96,,0.996175,3,430,1.93919e+06
evogrow_v2_2_stage_capped_pretune_on,36,1,"Pendulum with non-linear damping, no driving (dimensionless)",3,3,1.20704e-05,0,,5,,,23.3647,,0.999793,3,410,72256.7
evogrow_v2_2_stage_capped_pretune_on,36,2,"Pendulum with non-linear damping, no driving (dimensionless)",3,3,8.44113e-05,0,,5,,,25.6929,,0.999077,3,410,81979.7
evogrow_v2_2_stage_capped_pretune_on,37,1,Van der Pol oscillator (standard form),3,3,0.0205778,0.0049258,,5,,,1946.76,,0.98902,3,516.667,2.65894e+06
evogrow_v2_2_stage_capped_pretune_on,37,2,Van der Pol oscillator (standard form),3,3,0.054805,8.49837e-18,,5,,,2935.1,,0.977859,3,490,2.1276e+06
evogrow_v2_2_stage_capped_pretune_on,38,1,Van der Pol oscillator (simplified form from Strogatz),3,3,6.97788e-12,0,1,4,0,0,2234.39,,1,3,350,3.00382e+06
evogrow_v2_2_stage_capped_pretune_on,38,2,Van der Pol oscillator (simplified form from Strogatz),3,3,3.13853e-09,0,0,4,0,0,969.329,,1,3,350,1.7765e+06
evogrow_v2_2_stage_capped_pretune_on,39,1,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",3,3,0.000484433,6.63936e-20,,5,,,47.5565,,0.953505,3,410,122198
evogrow_v2_2_stage_capped_pretune_on,39,2,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",3,3,0.000574272,0,,5,,,42.1151,,0.979029,3,410,97026
evogrow_v2_2_stage_capped_pretune_on,40,1,Duffing equation (weakly non-linear oscillation),3,3,0.0646511,0,,5,,,3430.39,,0.955979,3,450,1.84177e+06
evogrow_v2_2_stage_capped_pretune_on,40,2,Duffing equation (weakly non-linear oscillation),3,3,0.0307895,0.00629737,,5,,,13814.1,,0.971616,3,496.667,2.41345e+06
evogrow_v2_2_stage_capped_pretune_on,41,1,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),3,3,0.0134979,0,,5,,,816.38,,0.760872,3,430,1.53251e+06
evogrow_v2_2_stage_capped_pretune_on,41,2,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),3,3,0.00792355,0,,5,,,4333.85,,0.947238,3,530,3.94136e+06
evogrow_v2_2_stage_capped_pretune_on,42,1,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),3,3,0.186215,0,,5,,,17877.8,,0.892742,3,530,4.39989e+06
evogrow_v2_2_stage_capped_pretune_on,42,2,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),3,3,0.0252678,0,,5,,,3592.47,,0.965675,3,530,3.02215e+06
evogrow_v2_2_stage_capped_pretune_on,43,1,Driven pendulum with linear damping / Josephson junction (dimensionless),3,3,0.019299,0,,5,,,6792.85,,0.981396,3,470,2.615e+06
evogrow_v2_2_stage_capped_pretune_on,43,2,Driven pendulum with linear damping / Josephson junction (dimensionless),3,3,0.00275572,0,,5,,,11345.1,,0.993227,3,470,6.09179e+06
evogrow_v2_2_stage_capped_pretune_on,44,1,Driven pendulum with quadratic damping (dimensionless),3,3,0.000906053,0,,5,,,51832.4,,0.997478,3,476.667,4.09275e+06
evogrow_v2_2_stage_capped_pretune_on,44,2,Driven pendulum with quadratic damping (dimensionless),3,3,0.0260337,0,,5,,,8221.94,,0.776298,3,490,5.31029e+06
evogrow_v2_2_stage_capped_pretune_on,45,1,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),3,3,0.000326857,7.86909e-06,,5,,,998.18,,0.99942,3,450,2.60257e+06
evogrow_v2_2_stage_capped_pretune_on,45,2,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),3,3,0.00152527,0,,5,,,5475.23,,0.925742,3,430,2.03794e+06
evogrow_v2_2_stage_capped_pretune_on,46,1,Interacting bar magnets,3,3,0.000447439,0,,5,,,42.9737,,0.808855,3,410,109138
evogrow_v2_2_stage_capped_pretune_on,46,2,Interacting bar magnets,3,3,0.00017182,3.31968e-20,,4,,,33.7245,,0.996406,3,330,76854.7
evogrow_v2_2_stage_capped_pretune_on,47,1,Binocular rivalry model (no oscillations),3,3,0.000452359,0,,5,,,113.558,,0.751637,3,430,317695
evogrow_v2_2_stage_capped_pretune_on,47,2,Binocular rivalry model (no oscillations),3,3,0.00040416,6.63936e-20,,5,,,10076.5,,0.999561,3,430,1.34302e+06
evogrow_v2_2_stage_capped_pretune_on,48,1,Bacterial respiration model for nutrients and oxygen levels,3,3,0.0537508,8.49837e-18,,5,,,13032.5,,0.997474,3,510,5.95019e+06
evogrow_v2_2_stage_capped_pretune_on,48,2,Bacterial respiration model for nutrients and oxygen levels,3,3,0.0531029,8.49837e-18,,5,,,96600.7,,0.998381,3,496.667,7.61286e+06
evogrow_v2_2_stage_capped_pretune_on,49,1,Brusselator: hypothetical chemical oscillation model (dimensionless),3,3,0.00883387,0,,5,,,83867.5,,0.957068,3,490,3.58541e+06
evogrow_v2_2_stage_capped_pretune_on,49,2,Brusselator: hypothetical chemical oscillation model (dimensionless),3,3,0.000999383,0,,5,,,5777.81,,0.978905,3,456.667,1.06665e+06
evogrow_v2_2_stage_capped_pretune_on,50,1,Chemical oscillator model by Schnackenberg 1979 (dimensionless),3,3,0.0580995,0.0330817,,5,,,19118,,0.920778,3,516.667,4.72178e+06
evogrow_v2_2_stage_capped_pretune_on,50,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),3,3,0.000323882,0,,5,,,72.7433,,0.913736,3,430,346047
evogrow_v2_2_stage_capped_pretune_on,51,1,Oscillator death model by Ermentrout and Kopell 1990,3,3,0.0121076,0,,5,,,8517.11,,0.999098,3,496.667,5.60943e+06
evogrow_v2_2_stage_capped_pretune_on,51,2,Oscillator death model by Ermentrout and Kopell 1990,3,3,0.0822978,0,,5,,,660.835,,0.982458,3,430,2.354e+06
evogrow_v2_2_stage_capped_pretune_on,52,1,Maxwell-Bloch equations (laser dynamics),3,3,0.000847181,0.0010088,,5,,,1406.95,,0.892604,3,430,1.71687e+06
evogrow_v2_2_stage_capped_pretune_on,52,2,Maxwell-Bloch equations (laser dynamics),3,3,0.000585082,4.01208e-05,,5,,,310.126,,0.577615,3,436.667,931085
evogrow_v2_2_stage_capped_pretune_on,53,1,Model for apoptosis (cell death),3,3,0.000386064,2.21018e-06,,5,,,11604.8,,0.527983,3,463.333,1.27577e+06
evogrow_v2_2_stage_capped_pretune_on,53,2,Model for apoptosis (cell death),3,3,1.85956e-05,1.86269e-07,,5,,,877.696,,0.966733,3,416.667,646321
evogrow_v2_2_stage_capped_pretune_on,54,1,Lorenz equations in well-behaved periodic regime,3,3,0.000577977,0.000485553,0,5,2,8,38339.3,,0.999344,3,576.667,4.612e+06
evogrow_v2_2_stage_capped_pretune_on,54,2,Lorenz equations in well-behaved periodic regime,3,3,0.403806,0,0,4.66667,1.66667,5.66667,35434.3,,0.954184,3,610,5.49623e+06
evogrow_v2_2_stage_capped_pretune_on,55,1,Lorenz equations in complex periodic regime,3,3,333.426,19.7267,0,4.66667,1.66667,6.33333,75381.7,,0.231338,3,596.667,7.85653e+06
evogrow_v2_2_stage_capped_pretune_on,55,2,Lorenz equations in complex periodic regime,3,3,296.087,43.9615,0,5,2,7,430060,,0.32306,3,610,7.56184e+06
evogrow_v2_2_stage_capped_pretune_on,56,1,Lorenz equations standard parameters (chaotic),3,3,44.1331,1.31082,0,4.33333,1.33333,4.33333,410404,,0.379557,3,610,6.45175e+06
evogrow_v2_2_stage_capped_pretune_on,56,2,Lorenz equations standard parameters (chaotic),3,3,55.6137,2.19402,0,4.66667,1.66667,6,312399,,0.261649,3,563.333,7.12604e+06
evogrow_v2_2_stage_capped_pretune_on,57,1,Rössler attractor (stable fixed point),3,3,0.00116108,0.000227078,,5,,,1598.03,,0.791295,3,430,397074
evogrow_v2_2_stage_capped_pretune_on,57,2,Rössler attractor (stable fixed point),3,3,0.00126683,7.5878e-05,,5,,,474.144,,0.939399,3,483.333,534718
evogrow_v2_2_stage_capped_pretune_on,58,1,Rössler attractor (periodic),3,3,0.0412913,0,,5,,,20853.9,,0.927746,3,610,5.36451e+06
evogrow_v2_2_stage_capped_pretune_on,58,2,Rössler attractor (periodic),3,3,0.0465794,0.000262482,,5,,,51802.1,,0.936619,3,610,5.46233e+06
evogrow_v2_2_stage_capped_pretune_on,59,1,Rössler attractor (chaotic),3,3,1.51114,0.152126,,4.33333,,,174732,,0.792983,3,610,5.68015e+06
evogrow_v2_2_stage_capped_pretune_on,59,2,Rössler attractor (chaotic),3,3,0.826304,0.000635683,,4.33333,,,59997.8,,0.868406,3,610,5.46027e+06
evogrow_v2_2_stage_capped_pretune_on,60,1,Aizawa attractor (chaotic),3,3,0.161647,0.00119825,,5,,,27299.1,,0.328751,3,470,2.40718e+06
evogrow_v2_2_stage_capped_pretune_on,60,2,Aizawa attractor (chaotic),3,3,0.196741,0.0138037,,5,,,20225.9,,0.558388,3,583.333,7.39412e+06
evogrow_v2_2_stage_capped_pretune_on,61,1,Chen-Lee attractor; system for gyro motion with feedback control of rigid body (chaotic),3,3,60.6194,3.98316,0,3,0,0,182892,,0.13138,3,403.333,3.39579e+06
evogrow_v2_2_stage_capped_pretune_on,61,2,Chen-Lee attractor; system for gyro motion with feedback control of rigid body (chaotic),3,3,62.6327,7.98458,0,3,0,0,92436.6,,0.286135,3,483.333,4.9893e+06
evogrow_v2_2_stage_capped_pretune_on,62,1,Binocular rivalry model with adaptation (oscillations),3,3,4.03284e-05,1.79005e-05,,5,,,1608.59,,0.999622,3,523.333,2.23011e+06
evogrow_v2_2_stage_capped_pretune_on,62,2,Binocular rivalry model with adaptation (oscillations),3,3,0.000348104,0.000418843,,5,,,12934.6,,0.958349,3,496.667,1.97578e+06
evogrow_v2_2_stage_capped_pretune_on,63,1,SEIR infection model (proportions),3,3,0.000953254,0.000456165,0,5,2,8,61.2742,,0.365751,3,410,336192
evogrow_v2_2_stage_capped_pretune_on,63,2,SEIR infection model (proportions),3,3,0.000513432,7.50747e-05,0,5,2,8,79.3691,,0.889957,3,410,531136
