basis_name,system_id,dim,description,equation_index,n_true_terms,n_representable_true_terms,n_nonrepresentable_true_terms,representability_class,matched_basis_terms,unmatched_terms
staged_polynomial_basis_with_constant,47,2,Binocular rivalry model (no oscillations),2,2,1,1,partially_representable,u2,1/(0.246596963941606*exp(4.89*u1) + 1) [unsupported_function]
staged_polynomial_basis_with_constant,48,2,Bacterial respiration model for nutrients and oxygen levels,1,3,2,1,partially_representable,u1,-u1*u2/(0.48*u1^2 + 1) [unsupported_power]|18.3000000000000 [constant_offset]
staged_polynomial_basis_with_constant,48,2,Bacterial respiration model for nutrients and oxygen levels,2,2,1,1,partially_representable,,-u1*u2/(0.48*u1^2 + 1) [unsupported_power]|11.2300000000000 [constant_offset]
staged_polynomial_basis_with_constant,49,2,Brusselator: hypothetical chemical oscillation model (dimensionless),1,3,2,1,partially_representable,u1,u1^2*u2 [mixed_higher_order_term]|1 [constant_offset]
staged_polynomial_basis_with_constant,49,2,Brusselator: hypothetical chemical oscillation model (dimensionless),2,2,1,1,partially_representable,u1,u1^2*u2 [mixed_higher_order_term]
staged_polynomial_basis_with_constant,50,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),1,3,2,1,partially_representable,u1,u1^2*u2 [mixed_higher_order_term]|0.240000000000000 [constant_offset]
staged_polynomial_basis_with_constant,50,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),2,2,1,1,partially_representable,,u1^2*u2 [mixed_higher_order_term]|1.43000000000000 [constant_offset]
staged_polynomial_basis_with_constant,51,2,Oscillator death model by Ermentrout and Kopell 1990,1,2,1,1,partially_representable,,sin(u2)*cos(u1) [unsupported_function]|1.43200000000000 [constant_offset]
staged_polynomial_basis_with_constant,51,2,Oscillator death model by Ermentrout and Kopell 1990,2,2,1,1,partially_representable,,sin(u2)*cos(u1) [unsupported_function]|0.972000000000000 [constant_offset]
staged_polynomial_basis_with_constant,52,3,Maxwell-Bloch equations (laser dynamics),1,2,2,0,fully_representable,u1|u2,
staged_polynomial_basis_with_constant,52,3,Maxwell-Bloch equations (laser dynamics),2,2,2,0,fully_representable,u2|u1*u3,
staged_polynomial_basis_with_constant,52,3,Maxwell-Bloch equations (laser dynamics),3,3,3,0,fully_representable,u3|u1*u2,1.39400000000000 [constant_offset]
staged_polynomial_basis_with_constant,53,3,Model for apoptosis (cell death),1,3,2,1,partially_representable,u1,-0.4*u1*u2/(u1 + 0.1) [unsupported_power]|0.100000000000000 [constant_offset]
staged_polynomial_basis_with_constant,53,3,Model for apoptosis (cell death),2,4,2,2,partially_representable,u3|u2*u3,-7.95*u1*u2/(u2 + 2.0) [unsupported_power]|-0.2*u2/(u2 + 0.1) [unsupported_power]
staged_polynomial_basis_with_constant,53,3,Model for apoptosis (cell death),3,4,2,2,partially_representable,u3|u2*u3,7.95*u1*u2/(u2 + 2.0) [unsupported_power]|0.2*u2/(u2 + 0.1) [unsupported_power]
staged_polynomial_basis_with_constant,54,3,Lorenz equations in well-behaved periodic regime,1,2,2,0,fully_representable,u1|u2,
staged_polynomial_basis_with_constant,54,3,Lorenz equations in well-behaved periodic regime,2,3,3,0,fully_representable,u1|u2|u1*u3,
staged_polynomial_basis_with_constant,54,3,Lorenz equations in well-behaved periodic regime,3,2,2,0,fully_representable,u3|u1*u2,
staged_polynomial_basis_with_constant,55,3,Lorenz equations in complex periodic regime,1,2,2,0,fully_representable,u1|u2,
staged_polynomial_basis_with_constant,55,3,Lorenz equations in complex periodic regime,2,3,3,0,fully_representable,u1|u2|u1*u3,
staged_polynomial_basis_with_constant,55,3,Lorenz equations in complex periodic regime,3,2,2,0,fully_representable,u3|u1*u2,
staged_polynomial_basis_with_constant,56,3,Lorenz equations standard parameters (chaotic),1,2,2,0,fully_representable,u1|u2,
staged_polynomial_basis_with_constant,56,3,Lorenz equations standard parameters (chaotic),2,3,3,0,fully_representable,u1|u2|u1*u3,
staged_polynomial_basis_with_constant,56,3,Lorenz equations standard parameters (chaotic),3,2,2,0,fully_representable,u3|u1*u2,
staged_polynomial_basis_with_constant,57,3,Rössler attractor (stable fixed point),1,2,2,0,fully_representable,u2|u3,
staged_polynomial_basis_with_constant,57,3,Rössler attractor (stable fixed point),2,2,2,0,fully_representable,u1|u2,
staged_polynomial_basis_with_constant,57,3,Rössler attractor (stable fixed point),3,3,3,0,fully_representable,u3|u1*u3,1.00000000000000 [constant_offset]
staged_polynomial_basis_with_constant,58,3,Rössler attractor (periodic),1,2,2,0,fully_representable,u2|u3,
staged_polynomial_basis_with_constant,58,3,Rössler attractor (periodic),2,2,2,0,fully_representable,u1|u2,
staged_polynomial_basis_with_constant,58,3,Rössler attractor (periodic),3,3,3,0,fully_representable,u3|u1*u3,1.00000000000000 [constant_offset]
staged_polynomial_basis_with_constant,59,3,Rössler attractor (chaotic),1,2,2,0,fully_representable,u2|u3,
staged_polynomial_basis_with_constant,59,3,Rössler attractor (chaotic),2,2,2,0,fully_representable,u1|u2,
staged_polynomial_basis_with_constant,59,3,Rössler attractor (chaotic),3,3,3,0,fully_representable,u3|u1*u3,1.00000000000000 [constant_offset]
staged_polynomial_basis_with_constant,60,3,Aizawa attractor (chaotic),1,3,3,0,fully_representable,u1|u2|u1*u3,
staged_polynomial_basis_with_constant,60,3,Aizawa attractor (chaotic),2,3,3,0,fully_representable,u1|u2|u2*u3,
staged_polynomial_basis_with_constant,60,3,Aizawa attractor (chaotic),3,8,5,3,partially_representable,u3|u1^2|u2^2|u3^3,u1^3*u3 [mixed_higher_order_term]|u1^2*u3 [mixed_higher_order_term]|u2^2*u3 [mixed_higher_order_term]|0.650000000000000 [constant_offset]
staged_polynomial_basis_with_constant,61,3,Chen-Lee attractor; system for gyro motion with feedback control of rigid body (chaotic),1,2,2,0,fully_representable,u1|u2*u3,
staged_polynomial_basis_with_constant,61,3,Chen-Lee attractor; system for gyro motion with feedback control of rigid body (chaotic),2,2,2,0,fully_representable,u2|u1*u3,
staged_polynomial_basis_with_constant,61,3,Chen-Lee attractor; system for gyro motion with feedback control of rigid body (chaotic),3,2,2,0,fully_representable,u3|u1*u2,
staged_polynomial_basis_with_constant,62,4,Binocular rivalry model with adaptation (oscillations),1,2,1,1,partially_representable,u1,1/(0.246596963941606*exp(0.4*u2)*exp(0.89*u3) + 1) [unsupported_function]
staged_polynomial_basis_with_constant,62,4,Binocular rivalry model with adaptation (oscillations),2,2,2,0,fully_representable,u1|u2,
staged_polynomial_basis_with_constant,62,4,Binocular rivalry model with adaptation (oscillations),3,2,1,1,partially_representable,u3,1/(0.246596963941606*exp(0.89*u1)*exp(0.4*u4) + 1) [unsupported_function]
staged_polynomial_basis_with_constant,62,4,Binocular rivalry model with adaptation (oscillations),4,2,2,0,fully_representable,u3|u4,
staged_polynomial_basis_with_constant,63,4,SEIR infection model (proportions),1,1,1,0,fully_representable,u1*u3,
staged_polynomial_basis_with_constant,63,4,SEIR infection model (proportions),2,2,2,0,fully_representable,u2|u1*u3,
staged_polynomial_basis_with_constant,63,4,SEIR infection model (proportions),3,2,2,0,fully_representable,u2|u3,
staged_polynomial_basis_with_constant,63,4,SEIR infection model (proportions),4,1,1,0,fully_representable,u3,
