run_id,experiment_id,system_id,variant_slug,seed,initial_condition_set,equation_index,n_found_terms,n_true_terms,n_true_positive_terms,n_missing_true_terms,n_extra_found_terms,term_precision,term_recall,structural_f1,exact_support_match,missing_true_terms,extra_found_terms,coefficient_relative_error_mean,coefficient_relative_error_max,n_coefficient_terms
214_evogrow_v2_2_stage_capped_pretune_on_36_2_42,paper1_phaseB_v1,36,evogrow_v2_2_stage_capped_pretune_on,42,2,2,2,2,1,1,1,0.5,0.5,0.5,False,sin(u1),u1,,,0
215_evogrow_v2_2_stage_capped_pretune_on_36_2_123,paper1_phaseB_v1,36,evogrow_v2_2_stage_capped_pretune_on,123,2,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
215_evogrow_v2_2_stage_capped_pretune_on_36_2_123,paper1_phaseB_v1,36,evogrow_v2_2_stage_capped_pretune_on,123,2,2,2,2,1,1,1,0.5,0.5,0.5,False,sin(u1),u1,,,0
216_evogrow_v2_2_stage_capped_pretune_on_36_2_7,paper1_phaseB_v1,36,evogrow_v2_2_stage_capped_pretune_on,7,2,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
216_evogrow_v2_2_stage_capped_pretune_on_36_2_7,paper1_phaseB_v1,36,evogrow_v2_2_stage_capped_pretune_on,7,2,2,2,2,1,1,1,0.5,0.5,0.5,False,sin(u1),u1,,,0
217_evogrow_v2_2_stage_capped_pretune_on_37_1_42,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,42,1,1,5,1,1,0,4,0.2,1.0,0.33333333333333337,False,,sin(u1)|u1|u1^3|u2^2,,,0
217_evogrow_v2_2_stage_capped_pretune_on_37_1_42,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,42,1,2,6,2,2,0,4,0.3333333333333333,1.0,0.5,False,,cos(u2)|sin(u1)|u1*u2|u1^3,,,0
218_evogrow_v2_2_stage_capped_pretune_on_37_1_123,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,123,1,1,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,cos(u1)|u1|u1^3|u2^2|u2^3,,,0
218_evogrow_v2_2_stage_capped_pretune_on_37_1_123,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,123,1,2,3,2,2,0,1,0.6666666666666666,1.0,0.8,False,,u2^3,,,0
219_evogrow_v2_2_stage_capped_pretune_on_37_1_7,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,7,1,1,5,1,1,0,4,0.2,1.0,0.33333333333333337,False,,sin(u1)|u1|u1^3|u2^2,,,0
219_evogrow_v2_2_stage_capped_pretune_on_37_1_7,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,7,1,2,6,2,2,0,4,0.3333333333333333,1.0,0.5,False,,cos(u2)|sin(u1)|u1*u2|u1^3,,,0
220_evogrow_v2_2_stage_capped_pretune_on_37_2_42,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,42,2,1,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u1^3|u2^2|u2^3,,,0
220_evogrow_v2_2_stage_capped_pretune_on_37_2_42,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,42,2,2,4,2,2,0,2,0.5,1.0,0.6666666666666666,False,,u1*u2|u1^3,,,0
221_evogrow_v2_2_stage_capped_pretune_on_37_2_123,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,123,2,1,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u1^3|u2^2|u2^3,,,0
221_evogrow_v2_2_stage_capped_pretune_on_37_2_123,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,123,2,2,4,2,2,0,2,0.5,1.0,0.6666666666666666,False,,u1*u2|u1^3,,,0
222_evogrow_v2_2_stage_capped_pretune_on_37_2_7,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,7,2,1,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u1^3|u2^2|u2^3,,,0
222_evogrow_v2_2_stage_capped_pretune_on_37_2_7,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,7,2,2,4,2,2,0,2,0.5,1.0,0.6666666666666666,False,,u1*u2|u1^3,,,0
223_evogrow_v2_2_stage_capped_pretune_on_38_1_42,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,42,1,1,6,3,3,0,3,0.5,1.0,0.6666666666666666,False,,u1*u2|u1^2|u2^2,,,0
223_evogrow_v2_2_stage_capped_pretune_on_38_1_42,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,42,1,2,5,1,1,0,4,0.2,1.0,0.33333333333333337,False,,u1*u2|u1^2|u2|u2^2,,,0
224_evogrow_v2_2_stage_capped_pretune_on_38_1_123,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,123,1,1,6,3,3,0,3,0.5,1.0,0.6666666666666666,False,,u1*u2|u1^2|u2^2,,,0
224_evogrow_v2_2_stage_capped_pretune_on_38_1_123,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,123,1,2,5,1,1,0,4,0.2,1.0,0.33333333333333337,False,,u1*u2|u1^2|u2|u2^2,,,0
225_evogrow_v2_2_stage_capped_pretune_on_38_1_7,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,7,1,1,6,3,3,0,3,0.5,1.0,0.6666666666666666,False,,u1*u2|u1^2|u2^2,,,0
225_evogrow_v2_2_stage_capped_pretune_on_38_1_7,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,7,1,2,5,1,1,0,4,0.2,1.0,0.33333333333333337,False,,u1*u2|u1^2|u2|u2^2,,,0
226_evogrow_v2_2_stage_capped_pretune_on_38_2_42,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,42,2,1,5,3,3,0,2,0.6,1.0,0.7499999999999999,False,,u1*u2|u2^3,,,0
226_evogrow_v2_2_stage_capped_pretune_on_38_2_42,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,42,2,2,4,1,1,0,3,0.25,1.0,0.4,False,,u1^3|u2|u2^3,,,0
227_evogrow_v2_2_stage_capped_pretune_on_38_2_123,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,123,2,1,5,3,3,0,2,0.6,1.0,0.7499999999999999,False,,u1*u2|u2^3,,,0
227_evogrow_v2_2_stage_capped_pretune_on_38_2_123,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,123,2,2,4,1,1,0,3,0.25,1.0,0.4,False,,u1^3|u2|u2^3,,,0
228_evogrow_v2_2_stage_capped_pretune_on_38_2_7,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,7,2,1,5,3,3,0,2,0.6,1.0,0.7499999999999999,False,,u1*u2|u2^3,,,0
228_evogrow_v2_2_stage_capped_pretune_on_38_2_7,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,7,2,2,4,1,1,0,3,0.25,1.0,0.4,False,,u1^3|u2|u2^3,,,0
229_evogrow_v2_2_stage_capped_pretune_on_39_1_42,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,42,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
229_evogrow_v2_2_stage_capped_pretune_on_39_1_42,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,42,1,2,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
230_evogrow_v2_2_stage_capped_pretune_on_39_1_123,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,123,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
230_evogrow_v2_2_stage_capped_pretune_on_39_1_123,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,123,1,2,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
231_evogrow_v2_2_stage_capped_pretune_on_39_1_7,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,7,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
231_evogrow_v2_2_stage_capped_pretune_on_39_1_7,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,7,1,2,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
232_evogrow_v2_2_stage_capped_pretune_on_39_2_42,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,42,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
232_evogrow_v2_2_stage_capped_pretune_on_39_2_42,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,42,2,2,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
233_evogrow_v2_2_stage_capped_pretune_on_39_2_123,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,123,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
233_evogrow_v2_2_stage_capped_pretune_on_39_2_123,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,123,2,2,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
234_evogrow_v2_2_stage_capped_pretune_on_39_2_7,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,7,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
234_evogrow_v2_2_stage_capped_pretune_on_39_2_7,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,7,2,2,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
235_evogrow_v2_2_stage_capped_pretune_on_40_1_42,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,42,1,1,4,1,1,0,3,0.25,1.0,0.4,False,,u1|u1^3|u2^3,,,0
235_evogrow_v2_2_stage_capped_pretune_on_40_1_42,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,42,1,2,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
236_evogrow_v2_2_stage_capped_pretune_on_40_1_123,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,123,1,1,4,1,1,0,3,0.25,1.0,0.4,False,,u1|u1^3|u2^3,,,0
236_evogrow_v2_2_stage_capped_pretune_on_40_1_123,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,123,1,2,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
237_evogrow_v2_2_stage_capped_pretune_on_40_1_7,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,7,1,1,4,1,1,0,3,0.25,1.0,0.4,False,,u1|u1^3|u2^3,,,0
237_evogrow_v2_2_stage_capped_pretune_on_40_1_7,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,7,1,2,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
238_evogrow_v2_2_stage_capped_pretune_on_40_2_42,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,42,2,1,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1|u1^2|u1^3|u2^2|u2^3,,,0
238_evogrow_v2_2_stage_capped_pretune_on_40_2_42,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,42,2,2,5,2,2,0,3,0.4,1.0,0.5714285714285715,False,,sin(u1)|u1^3|u2^2,,,0
239_evogrow_v2_2_stage_capped_pretune_on_40_2_123,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,123,2,1,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1|u1^2|u1^3|u2^2|u2^3,,,0
239_evogrow_v2_2_stage_capped_pretune_on_40_2_123,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,123,2,2,6,2,2,0,4,0.3333333333333333,1.0,0.5,False,,cos(u1)|cos(u2)|u1^3|u2^2,,,0
240_evogrow_v2_2_stage_capped_pretune_on_40_2_7,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,7,2,1,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1|u1^2|u1^3|u2^2|u2^3,,,0
240_evogrow_v2_2_stage_capped_pretune_on_40_2_7,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,7,2,2,3,2,2,0,1,0.6666666666666666,1.0,0.8,False,,u2^2,,,0
241_evogrow_v2_2_stage_capped_pretune_on_41_1_42,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,42,1,1,4,3,3,0,1,0.75,1.0,0.8571428571428571,False,,u1^2,,,0
241_evogrow_v2_2_stage_capped_pretune_on_41_1_42,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,42,1,2,4,1,1,0,3,0.25,1.0,0.4,False,,u1*u2|u1^2|u2^2,,,0
242_evogrow_v2_2_stage_capped_pretune_on_41_1_123,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,123,1,1,4,3,3,0,1,0.75,1.0,0.8571428571428571,False,,u1^2,,,0
242_evogrow_v2_2_stage_capped_pretune_on_41_1_123,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,123,1,2,4,1,1,0,3,0.25,1.0,0.4,False,,u1*u2|u1^2|u2^2,,,0
243_evogrow_v2_2_stage_capped_pretune_on_41_1_7,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,7,1,1,4,3,3,0,1,0.75,1.0,0.8571428571428571,False,,u1^2,,,0
243_evogrow_v2_2_stage_capped_pretune_on_41_1_7,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,7,1,2,4,1,1,0,3,0.25,1.0,0.4,False,,u1*u2|u1^2|u2^2,,,0
244_evogrow_v2_2_stage_capped_pretune_on_41_2_42,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,42,2,1,5,3,2,1,3,0.4,0.6666666666666666,0.5,False,u1^3,u1*u2|u2^2|u2^3,,,0
244_evogrow_v2_2_stage_capped_pretune_on_41_2_42,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,42,2,2,5,1,1,0,4,0.2,1.0,0.33333333333333337,False,,u1*u2|u1^2|u2|u2^2,,,0
245_evogrow_v2_2_stage_capped_pretune_on_41_2_123,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,123,2,1,5,3,2,1,3,0.4,0.6666666666666666,0.5,False,u1^3,u1*u2|u2^2|u2^3,,,0
245_evogrow_v2_2_stage_capped_pretune_on_41_2_123,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,123,2,2,5,1,1,0,4,0.2,1.0,0.33333333333333337,False,,u1*u2|u1^2|u2|u2^2,,,0
246_evogrow_v2_2_stage_capped_pretune_on_41_2_7,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,7,2,1,5,3,2,1,3,0.4,0.6666666666666666,0.5,False,u1^3,u1*u2|u2^2|u2^3,,,0
246_evogrow_v2_2_stage_capped_pretune_on_41_2_7,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,7,2,2,5,1,1,0,4,0.2,1.0,0.33333333333333337,False,,u1*u2|u1^2|u2|u2^2,,,0
247_evogrow_v2_2_stage_capped_pretune_on_42_1_42,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,42,1,1,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u2|u2^2|u2^3,,,0
247_evogrow_v2_2_stage_capped_pretune_on_42_1_42,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,42,1,2,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u2|u2^2|u2^3,,,0
248_evogrow_v2_2_stage_capped_pretune_on_42_1_123,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,123,1,1,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u2|u2^2|u2^3,,,0
248_evogrow_v2_2_stage_capped_pretune_on_42_1_123,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,123,1,2,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u2|u2^2|u2^3,,,0
249_evogrow_v2_2_stage_capped_pretune_on_42_1_7,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,7,1,1,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u2|u2^2|u2^3,,,0
249_evogrow_v2_2_stage_capped_pretune_on_42_1_7,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,7,1,2,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u2|u2^2|u2^3,,,0
250_evogrow_v2_2_stage_capped_pretune_on_42_2_42,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,42,2,1,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u1^3|u2|u2^2,,,0
250_evogrow_v2_2_stage_capped_pretune_on_42_2_42,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,42,2,2,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u2|u2^2|u2^3,,,0
251_evogrow_v2_2_stage_capped_pretune_on_42_2_123,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,123,2,1,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u1^3|u2|u2^2,,,0
251_evogrow_v2_2_stage_capped_pretune_on_42_2_123,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,123,2,2,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u2|u2^2|u2^3,,,0
252_evogrow_v2_2_stage_capped_pretune_on_42_2_7,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,7,2,1,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u1^3|u2|u2^2,,,0
252_evogrow_v2_2_stage_capped_pretune_on_42_2_7,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,7,2,2,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1*u2|u1^2|u2|u2^2|u2^3,,,0
253_evogrow_v2_2_stage_capped_pretune_on_43_1_42,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,42,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1|u1^2,,,0
253_evogrow_v2_2_stage_capped_pretune_on_43_1_42,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,42,1,2,6,2,0,2,6,0.0,0.0,0.0,False,sin(u1)|u2,u1|u1*u2|u1^2|u1^3|u2^2|u2^3,,,0
254_evogrow_v2_2_stage_capped_pretune_on_43_1_123,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,123,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1|u1^2,,,0
254_evogrow_v2_2_stage_capped_pretune_on_43_1_123,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,123,1,2,6,2,0,2,6,0.0,0.0,0.0,False,sin(u1)|u2,u1|u1*u2|u1^2|u1^3|u2^2|u2^3,,,0
255_evogrow_v2_2_stage_capped_pretune_on_43_1_7,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,7,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1|u1^2,,,0
255_evogrow_v2_2_stage_capped_pretune_on_43_1_7,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,7,1,2,6,2,0,2,6,0.0,0.0,0.0,False,sin(u1)|u2,u1|u1*u2|u1^2|u1^3|u2^2|u2^3,,,0
256_evogrow_v2_2_stage_capped_pretune_on_43_2_42,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,42,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1|u1*u2,,,0
256_evogrow_v2_2_stage_capped_pretune_on_43_2_42,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,42,2,2,6,2,2,0,4,0.3333333333333333,1.0,0.5,False,,u1|u1*u2|u1^2|u2^2,,,0
257_evogrow_v2_2_stage_capped_pretune_on_43_2_123,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,123,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1|u1*u2,,,0
257_evogrow_v2_2_stage_capped_pretune_on_43_2_123,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,123,2,2,6,2,2,0,4,0.3333333333333333,1.0,0.5,False,,u1|u1*u2|u1^2|u2^2,,,0
258_evogrow_v2_2_stage_capped_pretune_on_43_2_7,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,7,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1|u1*u2,,,0
258_evogrow_v2_2_stage_capped_pretune_on_43_2_7,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,7,2,2,6,2,2,0,4,0.3333333333333333,1.0,0.5,False,,u1|u1*u2|u1^2|u2^2,,,0
259_evogrow_v2_2_stage_capped_pretune_on_44_1_42,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,42,1,1,4,1,1,0,3,0.25,1.0,0.4,False,,u1|u1^2|u2^2,,,0
259_evogrow_v2_2_stage_capped_pretune_on_44_1_42,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,42,1,2,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1|u1*u2|u1^2|u1^3|u2^2,,,0
260_evogrow_v2_2_stage_capped_pretune_on_44_1_123,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,123,1,1,4,1,1,0,3,0.25,1.0,0.4,False,,u1|u1^2|u2^2,,,0
260_evogrow_v2_2_stage_capped_pretune_on_44_1_123,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,123,1,2,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1|u1*u2|u1^2|u1^3|u2^2,,,0
261_evogrow_v2_2_stage_capped_pretune_on_44_1_7,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,7,1,1,4,1,1,0,3,0.25,1.0,0.4,False,,u1|u1^2|u2^2,,,0
261_evogrow_v2_2_stage_capped_pretune_on_44_1_7,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,7,1,2,6,1,1,0,5,0.16666666666666666,1.0,0.2857142857142857,False,,u1|u1*u2|u1^2|u1^3|u2^2,,,0
262_evogrow_v2_2_stage_capped_pretune_on_44_2_42,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,42,2,1,5,1,1,0,4,0.2,1.0,0.33333333333333337,False,,cos(u1)|sin(u1)|u1|u1^3,,,0
262_evogrow_v2_2_stage_capped_pretune_on_44_2_42,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,42,2,2,6,1,0,1,6,0.0,0.0,0.0,False,sin(u1),u1|u1*u2|u1^2|u2|u2^2|u2^3,,,0
263_evogrow_v2_2_stage_capped_pretune_on_44_2_123,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,123,2,1,5,1,1,0,4,0.2,1.0,0.33333333333333337,False,,cos(u1)|sin(u1)|u1|u1^3,,,0
263_evogrow_v2_2_stage_capped_pretune_on_44_2_123,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,123,2,2,6,1,0,1,6,0.0,0.0,0.0,False,sin(u1),u1|u1*u2|u1^2|u2|u2^2|u2^3,,,0
264_evogrow_v2_2_stage_capped_pretune_on_44_2_7,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,7,2,1,5,1,1,0,4,0.2,1.0,0.33333333333333337,False,,cos(u1)|sin(u1)|u1|u1^3,,,0
264_evogrow_v2_2_stage_capped_pretune_on_44_2_7,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,7,2,2,6,1,0,1,6,0.0,0.0,0.0,False,sin(u1),u1|u1*u2|u1^2|u2|u2^2|u2^3,,,0
265_evogrow_v2_2_stage_capped_pretune_on_45_1_42,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,42,1,1,4,1,1,0,3,0.25,1.0,0.4,False,,u1^2|u1^3|u2,,,0
265_evogrow_v2_2_stage_capped_pretune_on_45_1_42,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,42,1,2,4,1,1,0,3,0.25,1.0,0.4,False,,u1|u2^2|u2^3,,,0
266_evogrow_v2_2_stage_capped_pretune_on_45_1_123,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,123,1,1,4,1,1,0,3,0.25,1.0,0.4,False,,u1*u2|u1^2|u2,,,0
266_evogrow_v2_2_stage_capped_pretune_on_45_1_123,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,123,1,2,4,1,1,0,3,0.25,1.0,0.4,False,,u1|u2^2|u2^3,,,0
267_evogrow_v2_2_stage_capped_pretune_on_45_1_7,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,7,1,1,4,1,1,0,3,0.25,1.0,0.4,False,,u1*u2|u1^2|u2,,,0
267_evogrow_v2_2_stage_capped_pretune_on_45_1_7,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,7,1,2,4,1,1,0,3,0.25,1.0,0.4,False,,u1|u2^2|u2^3,,,0
268_evogrow_v2_2_stage_capped_pretune_on_45_2_42,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,42,2,1,2,1,0,1,2,0.0,0.0,0.0,False,u1,u2|u2^2,,,0
268_evogrow_v2_2_stage_capped_pretune_on_45_2_42,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,42,2,2,4,1,1,0,3,0.25,1.0,0.4,False,,cos(u2)|u1|u2^2,,,0
269_evogrow_v2_2_stage_capped_pretune_on_45_2_123,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,123,2,1,2,1,0,1,2,0.0,0.0,0.0,False,u1,u2|u2^2,,,0
269_evogrow_v2_2_stage_capped_pretune_on_45_2_123,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,123,2,2,4,1,1,0,3,0.25,1.0,0.4,False,,cos(u2)|u1|u2^2,,,0
270_evogrow_v2_2_stage_capped_pretune_on_45_2_7,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,7,2,1,2,1,0,1,2,0.0,0.0,0.0,False,u1,u2|u2^2,,,0
270_evogrow_v2_2_stage_capped_pretune_on_45_2_7,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,7,2,2,4,1,1,0,3,0.25,1.0,0.4,False,,cos(u2)|u1|u2^2,,,0
271_evogrow_v2_2_stage_capped_pretune_on_46_1_42,paper1_phaseB_v1,46,evogrow_v2_2_stage_capped_pretune_on,42,1,1,1,1,0,1,1,0.0,0.0,0.0,False,sin(u1),u1,,,0
271_evogrow_v2_2_stage_capped_pretune_on_46_1_42,paper1_phaseB_v1,46,evogrow_v2_2_stage_capped_pretune_on,42,1,2,1,1,0,1,1,0.0,0.0,0.0,False,sin(u2),u2,,,0
