signal,operating_point,selected_k,sigma_rel,noise_replicate,direction,regime,dimension,phasec_representability_threeway,aggregation_scope,n_cells,structure_denominator_exact_cells,structure_hit_raw_count,structure_hit_raw_rate,structure_hit_pruned_count,structure_hit_pruned_rate,diverged_or_nonfinite_count,r2_finite_nondiverged_count,r2_gt_0_9_count,r2_gt_0_9_rate_over_cells,r2_median_valid,r2_q000_finite_nondiverged,r2_q025_finite_nondiverged,r2_q075_finite_nondiverged,r2_q100_finite_nondiverged
fd,full_path,8,0.0,0,IC2_to_IC1,generalization,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,1,0,0,0.0,,,,,
fd,full_path,8,0.0,0,IC2_to_IC1,generalization,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.6128006243768391,0.6128006243768391,0.6128006243768391,0.6128006243768391,0.6128006243768391
fd,full_path,8,0.0,0,IC2_to_IC1,generalization,4,exact,dimension_by_phasec_representability_threeway,1,1,0,0.0,0,0.0,1,0,0,0.0,,,,,
fd,full_path,8,0.0,0,IC2_to_IC1,generalization,4,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,-8.95794606931028,-8.95794606931028,-8.95794606931028,-8.95794606931028,-8.95794606931028
fd,full_path,8,0.0,0,IC2_to_IC1,reconstruction,2,exact,dimension_by_phasec_representability_threeway,10,10,0,0.0,0,0.0,2,8,6,0.6,0.9969475960437647,-478.9130649023945,0.6050931822884624,0.9995399385181007,0.9998208337678937
fd,full_path,8,0.0,0,IC2_to_IC1,reconstruction,2,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,12,0,0,,0,,3,9,7,0.5833333333333334,0.9981358339122315,0.3604449202282866,0.9921617882848439,0.999907700345394,0.9999868201959397
fd,full_path,8,0.0,0,IC2_to_IC1,reconstruction,2,surrogate:eq2_not_representable,dimension_by_phasec_representability_threeway,6,0,0,,0,,0,6,3,0.5,0.2586111893993453,-38.2131659436186,-16.02606565280435,0.9998817070031858,0.9999151079873019
fd,full_path,8,0.0,0,IC2_to_IC1,reconstruction,3,exact,dimension_by_phasec_representability_threeway,8,8,0,0.0,0,0.0,3,5,1,0.125,0.5861882764752748,-3.320943839674404,-1.1340654201733973,0.8072322423450355,0.9999410401656731
fd,full_path,8,0.0,0,IC2_to_IC1,reconstruction,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,1,1.0,0.9998951557849488,0.9998951557849488,0.9998951557849488,0.9998951557849488,0.9998951557849488
fd,full_path,8,0.0,0,IC2_to_IC1,reconstruction,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.34905556567583207,0.34905556567583207,0.34905556567583207,0.34905556567583207,0.34905556567583207
fd,full_path,8,0.0,0,IC2_to_IC1,reconstruction,4,exact,dimension_by_phasec_representability_threeway,1,1,0,0.0,0,0.0,0,1,1,1.0,0.9999820155077312,0.9999820155077312,0.9999820155077312,0.9999820155077312,0.9999820155077312
fd,full_path,8,0.0,0,IC2_to_IC1,reconstruction,4,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,1,1.0,0.9998623241246422,0.9998623241246422,0.9998623241246422,0.9998623241246422,0.9998623241246422
fd,full_path,9,0.0,0,IC1_to_IC2,generalization,2,exact,dimension_by_phasec_representability_threeway,10,10,0,0.0,0,0.0,1,9,6,0.6,0.9775621011403937,-0.664845307047544,0.48399960222507027,0.9994757550520599,0.9996950584577288
fd,full_path,9,0.0,0,IC1_to_IC2,generalization,2,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,12,0,0,,0,,6,6,2,0.16666666666666666,0.6506627419070569,-159.3430442558001,0.1888858223574172,0.8816073923784147,0.9872599074178321
fd,full_path,9,0.0,0,IC1_to_IC2,generalization,2,surrogate:eq2_not_representable,dimension_by_phasec_representability_threeway,6,0,0,,0,,2,4,3,0.5,0.9986970724468771,-0.18058418007054056,0.7031291974444849,0.999744069475863,0.9998948130706699
fd,full_path,9,0.0,0,IC1_to_IC2,generalization,3,exact,dimension_by_phasec_representability_threeway,8,8,0,0.0,0,0.0,4,4,1,0.125,-1.8511625640737552,-8.22143492472325,-4.154899618284102,-0.4272359228176593,0.9998681447587399
fd,full_path,9,0.0,0,IC1_to_IC2,generalization,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,1,0,0,0.0,,,,,
fd,full_path,9,0.0,0,IC1_to_IC2,generalization,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.10664423027624588,0.10664423027624588,0.10664423027624588,0.10664423027624588,0.10664423027624588
fd,full_path,9,0.0,0,IC1_to_IC2,generalization,4,exact,dimension_by_phasec_representability_threeway,1,1,0,0.0,0,0.0,0,1,0,0.0,-0.8097937789947602,-0.8097937789947602,-0.8097937789947602,-0.8097937789947602,-0.8097937789947602
fd,full_path,9,0.0,0,IC1_to_IC2,generalization,4,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,-313.14130869016867,-313.14130869016867,-313.14130869016867,-313.14130869016867,-313.14130869016867
fd,full_path,9,0.0,0,IC1_to_IC2,reconstruction,2,exact,dimension_by_phasec_representability_threeway,10,10,0,0.0,0,0.0,0,10,8,0.8,0.9874739592704467,-0.2730423975563395,0.9388728471128553,0.9988622341473474,0.9999509703613574
fd,full_path,9,0.0,0,IC1_to_IC2,reconstruction,2,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,12,0,0,,0,,1,11,9,0.75,0.995308456863055,0.04559044584454919,0.968904776691752,0.9998908589681025,0.9999762164110813
fd,full_path,9,0.0,0,IC1_to_IC2,reconstruction,2,surrogate:eq2_not_representable,dimension_by_phasec_representability_threeway,6,0,0,,0,,2,4,3,0.5,0.9990175023164469,0.04334254346354649,0.7595341706054524,0.9998090773773176,0.9999254345688515
fd,full_path,9,0.0,0,IC1_to_IC2,reconstruction,3,exact,dimension_by_phasec_representability_threeway,8,8,0,0.0,0,0.0,1,7,1,0.125,-0.7079741424126649,-11.600147701513023,-4.351544591085712,0.12062083905395715,0.999904194558801
fd,full_path,9,0.0,0,IC1_to_IC2,reconstruction,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,1,1.0,0.9963745183016258,0.9963745183016258,0.9963745183016258,0.9963745183016258,0.9963745183016258
fd,full_path,9,0.0,0,IC1_to_IC2,reconstruction,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.46318494551679174,0.46318494551679174,0.46318494551679174,0.46318494551679174,0.46318494551679174
fd,full_path,9,0.0,0,IC1_to_IC2,reconstruction,4,exact,dimension_by_phasec_representability_threeway,1,1,0,0.0,0,0.0,0,1,1,1.0,0.9999200639405458,0.9999200639405458,0.9999200639405458,0.9999200639405458,0.9999200639405458
fd,full_path,9,0.0,0,IC1_to_IC2,reconstruction,4,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,1,1.0,0.9998572766722935,0.9998572766722935,0.9998572766722935,0.9998572766722935,0.9998572766722935
fd,full_path,9,0.0,0,IC2_to_IC1,generalization,2,exact,dimension_by_phasec_representability_threeway,10,10,0,0.0,0,0.0,2,8,5,0.5,0.9852873472113062,-922.2349639585339,0.34187703072813497,0.9947133554317,0.9999405536790369
fd,full_path,9,0.0,0,IC2_to_IC1,generalization,2,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,12,0,0,,0,,5,7,2,0.16666666666666666,-0.07382083974129339,-54.2428926345321,-25.080173979160204,0.598069960473949,0.9928605327226772
fd,full_path,9,0.0,0,IC2_to_IC1,generalization,2,surrogate:eq2_not_representable,dimension_by_phasec_representability_threeway,6,0,0,,0,,2,4,3,0.5,0.9602556100474835,0.11222745146584118,0.718844060409854,0.9995504609185235,0.9998169735627682
fd,full_path,9,0.0,0,IC2_to_IC1,generalization,3,exact,dimension_by_phasec_representability_threeway,8,8,0,0.0,0,0.0,2,6,1,0.125,-0.616078082202151,-9.979196011829444,-2.533945951466093,0.49846617395397974,0.9999196331841054
fd,full_path,9,0.0,0,IC2_to_IC1,generalization,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,1,0,0,0.0,,,,,
fd,full_path,9,0.0,0,IC2_to_IC1,generalization,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.6372855497262777,0.6372855497262777,0.6372855497262777,0.6372855497262777,0.6372855497262777
fd,full_path,9,0.0,0,IC2_to_IC1,generalization,4,exact,dimension_by_phasec_representability_threeway,1,1,0,0.0,0,0.0,1,0,0,0.0,,,,,
fd,full_path,9,0.0,0,IC2_to_IC1,generalization,4,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,-6.6230067665242425,-6.6230067665242425,-6.6230067665242425,-6.6230067665242425,-6.6230067665242425
fd,full_path,9,0.0,0,IC2_to_IC1,reconstruction,2,exact,dimension_by_phasec_representability_threeway,10,10,0,0.0,0,0.0,2,8,6,0.6,0.9874128126156746,-225.0256507641053,0.5910984282253027,0.9995391600307303,0.9998201397637334
fd,full_path,9,0.0,0,IC2_to_IC1,reconstruction,2,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,12,0,0,,0,,3,9,7,0.5833333333333334,0.9991542135286329,-0.4395670379737152,0.9919265607741582,0.9999085618981456,0.9999868201959395
fd,full_path,9,0.0,0,IC2_to_IC1,reconstruction,2,surrogate:eq2_not_representable,dimension_by_phasec_representability_threeway,6,0,0,,0,,1,5,3,0.5,0.9998266301934517,-1.8460194180288392,-0.3072875654001943,0.9999056840938974,0.999915105154637
fd,full_path,9,0.0,0,IC2_to_IC1,reconstruction,3,exact,dimension_by_phasec_representability_threeway,8,8,0,0.0,0,0.0,3,5,1,0.125,0.5836670026358142,-4.587666825764157,-1.1144227845309616,0.8072082182381846,0.9999410223641708
fd,full_path,9,0.0,0,IC2_to_IC1,reconstruction,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,1,1.0,0.9998987952997328,0.9998987952997328,0.9998987952997328,0.9998987952997328,0.9998987952997328
fd,full_path,9,0.0,0,IC2_to_IC1,reconstruction,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.39710526278344244,0.39710526278344244,0.39710526278344244,0.39710526278344244,0.39710526278344244
fd,full_path,9,0.0,0,IC2_to_IC1,reconstruction,4,exact,dimension_by_phasec_representability_threeway,1,1,0,0.0,0,0.0,0,1,1,1.0,0.9998506122174308,0.9998506122174308,0.9998506122174308,0.9998506122174308,0.9998506122174308
fd,full_path,9,0.0,0,IC2_to_IC1,reconstruction,4,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,1,1.0,0.999886073358614,0.999886073358614,0.999886073358614,0.999886073358614,0.999886073358614
fd,full_path,10,0.0,0,IC1_to_IC2,generalization,2,exact,dimension_by_phasec_representability_threeway,10,10,0,0.0,0,0.0,1,9,6,0.6,0.9775630450136477,-0.8611997119038942,0.8542176798232006,0.9992516321291778,0.9996976294032915
fd,full_path,10,0.0,0,IC1_to_IC2,generalization,2,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,12,0,0,,0,,6,6,0,0.0,0.49252018240159384,-141.81202954202786,-1.1215774838359063,0.737278483934548,0.8914063808227944
fd,full_path,10,0.0,0,IC1_to_IC2,generalization,2,surrogate:eq2_not_representable,dimension_by_phasec_representability_threeway,6,0,0,,0,,2,4,3,0.5,0.9551951486247933,-0.33508156093573205,0.5991849839128556,0.9998007805959412,0.9998537272221597
fd,full_path,10,0.0,0,IC1_to_IC2,generalization,3,exact,dimension_by_phasec_representability_threeway,8,8,0,0.0,0,0.0,3,5,1,0.125,-2.8837209054179005,-16.909303152396436,-8.48266226799486,-1.253693796674365,0.999568899785535
fd,full_path,10,0.0,0,IC1_to_IC2,generalization,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,1,0,0,0.0,,,,,
fd,full_path,10,0.0,0,IC1_to_IC2,generalization,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.08488712085616308,0.08488712085616308,0.08488712085616308,0.08488712085616308,0.08488712085616308
fd,full_path,10,0.0,0,IC1_to_IC2,generalization,4,exact,dimension_by_phasec_representability_threeway,1,1,0,0.0,0,0.0,0,1,0,0.0,-1.1603893879187623,-1.1603893879187623,-1.1603893879187623,-1.1603893879187623,-1.1603893879187623
fd,full_path,10,0.0,0,IC1_to_IC2,generalization,4,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,1,0,0,0.0,,,,,
fd,full_path,10,0.0,0,IC1_to_IC2,reconstruction,2,exact,dimension_by_phasec_representability_threeway,10,10,0,0.0,0,0.0,0,10,8,0.8,0.9917236971672316,-0.5291446012177898,0.9788144591831665,0.9990561819349938,0.9999508958238149
fd,full_path,10,0.0,0,IC1_to_IC2,reconstruction,2,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,12,0,0,,0,,3,9,9,0.75,0.997100985245069,0.902451649812076,0.9823873656836888,0.9999463401321946,0.9999726834985316
fd,full_path,10,0.0,0,IC1_to_IC2,reconstruction,2,surrogate:eq2_not_representable,dimension_by_phasec_representability_threeway,6,0,0,,0,,2,4,3,0.5,0.9990486926460915,0.009609086507241238,0.7511483500447341,0.9998086798093093,0.9999268770323828
fd,full_path,10,0.0,0,IC1_to_IC2,reconstruction,3,exact,dimension_by_phasec_representability_threeway,8,8,0,0.0,0,0.0,0,8,1,0.125,-2.1863464215007515,-16.05447437934012,-6.764488104621913,-0.3508311411938271,0.9999046756776888
fd,full_path,10,0.0,0,IC1_to_IC2,reconstruction,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,1,0,0,0.0,,,,,
fd,full_path,10,0.0,0,IC1_to_IC2,reconstruction,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.4512797735865977,0.4512797735865977,0.4512797735865977,0.4512797735865977,0.4512797735865977
fd,full_path,10,0.0,0,IC1_to_IC2,reconstruction,4,exact,dimension_by_phasec_representability_threeway,1,1,0,0.0,0,0.0,0,1,1,1.0,0.9998062467544215,0.9998062467544215,0.9998062467544215,0.9998062467544215,0.9998062467544215
fd,full_path,10,0.0,0,IC1_to_IC2,reconstruction,4,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,1,1.0,0.9997897874539219,0.9997897874539219,0.9997897874539219,0.9997897874539219,0.9997897874539219
fd,full_path,10,0.0,0,IC2_to_IC1,generalization,2,exact,dimension_by_phasec_representability_threeway,10,10,0,0.0,0,0.0,3,7,4,0.4,0.977881972834789,-921.603677207801,0.05454366919297193,0.995947165655362,0.9999362930943085
fd,full_path,10,0.0,0,IC2_to_IC1,generalization,2,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,12,0,0,,0,,3,9,2,0.16666666666666666,-0.11288059627673602,-506.02434350505575,-1.5573759437253551,0.7367489923675463,0.9931085589608616
fd,full_path,10,0.0,0,IC2_to_IC1,generalization,2,surrogate:eq2_not_representable,dimension_by_phasec_representability_threeway,6,0,0,,0,,1,5,2,0.3333333333333333,0.7449538330774415,-0.5993213678467797,0.07447496083385285,0.9992986924684985,0.999815593297181
fd,full_path,10,0.0,0,IC2_to_IC1,generalization,3,exact,dimension_by_phasec_representability_threeway,8,8,0,0.0,0,0.0,2,6,0,0.0,-0.6952589295252418,-9.786174413572267,-4.107230330630513,0.46310011743456614,0.8917825306651238
fd,full_path,10,0.0,0,IC2_to_IC1,generalization,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,1,0,0,0.0,,,,,
fd,full_path,10,0.0,0,IC2_to_IC1,generalization,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.6202619029479683,0.6202619029479683,0.6202619029479683,0.6202619029479683,0.6202619029479683
fd,full_path,10,0.0,0,IC2_to_IC1,generalization,4,exact,dimension_by_phasec_representability_threeway,1,1,0,0.0,0,0.0,1,0,0,0.0,,,,,
fd,full_path,10,0.0,0,IC2_to_IC1,generalization,4,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,1,0,0,0.0,,,,,
fd,full_path,10,0.0,0,IC2_to_IC1,reconstruction,2,exact,dimension_by_phasec_representability_threeway,10,10,0,0.0,0,0.0,2,8,6,0.6,0.9975584762910756,-222.25423426016812,0.6108922189227263,0.9995402996487246,0.9999555273156973
fd,full_path,10,0.0,0,IC2_to_IC1,reconstruction,2,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,12,0,0,,0,,3,9,8,0.6666666666666666,0.998892393834389,0.7479009392088329,0.9904298705428416,0.9999104289775432,0.9999868201959397
fd,full_path,10,0.0,0,IC2_to_IC1,reconstruction,2,surrogate:eq2_not_representable,dimension_by_phasec_representability_threeway,6,0,0,,0,,1,5,3,0.5,0.9995690563847855,-0.3514229576505812,-0.23560572448783157,0.9999060574169828,0.9999150579410452
fd,full_path,10,0.0,0,IC2_to_IC1,reconstruction,3,exact,dimension_by_phasec_representability_threeway,8,8,0,0.0,0,0.0,3,5,1,0.125,0.5692536612917303,-4.7096358297592,-1.0395604444463786,0.8072112177355099,0.9999413817412277
fd,full_path,10,0.0,0,IC2_to_IC1,reconstruction,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,1,1.0,0.9998994000579865,0.9998994000579865,0.9998994000579865,0.9998994000579865,0.9998994000579865
fd,full_path,10,0.0,0,IC2_to_IC1,reconstruction,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.3851279720267446,0.3851279720267446,0.3851279720267446,0.3851279720267446,0.3851279720267446
fd,full_path,10,0.0,0,IC2_to_IC1,reconstruction,4,exact,dimension_by_phasec_representability_threeway,1,1,0,0.0,0,0.0,0,1,0,0.0,-5.774105589630562,-5.774105589630562,-5.774105589630562,-5.774105589630562,-5.774105589630562
fd,full_path,10,0.0,0,IC2_to_IC1,reconstruction,4,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,1,1.0,0.9998950305582261,0.9998950305582261,0.9998950305582261,0.9998950305582261,0.9998950305582261
fd,full_path,11,0.0,0,IC1_to_IC2,generalization,2,exact,dimension_by_phasec_representability_threeway,10,10,0,0.0,0,0.0,2,8,5,0.5,0.9831893026389991,-0.7872000544098063,0.5966433640877147,0.9978145238998607,0.9996846971368245
fd,full_path,11,0.0,0,IC1_to_IC2,generalization,2,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,12,0,0,,0,,7,5,0,0.0,0.6809161837008881,-133.71281355822686,0.4936839116174666,0.7580291435948557,0.8414884439086103
fd,full_path,11,0.0,0,IC1_to_IC2,generalization,2,surrogate:eq2_not_representable,dimension_by_phasec_representability_threeway,6,0,0,,0,,2,4,2,0.3333333333333333,0.31776894886864915,-1.979677534885263,-0.7679153740593941,0.9996113313657536,0.9998476708988062
fd,full_path,11,0.0,0,IC1_to_IC2,generalization,3,exact,dimension_by_phasec_representability_threeway,8,8,0,0.0,0,0.0,4,4,1,0.125,-2.3385872297581356,-8.011288229508688,-5.0386481862951396,-0.22247705845654298,0.9983106290507736
fd,full_path,11,0.0,0,IC1_to_IC2,generalization,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,1,0,0,0.0,,,,,
fd,full_path,11,0.0,0,IC1_to_IC2,generalization,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.10208651222606702,0.10208651222606702,0.10208651222606702,0.10208651222606702,0.10208651222606702
fd,full_path,11,0.0,0,IC1_to_IC2,generalization,4,exact,dimension_by_phasec_representability_threeway,1,1,0,0.0,0,0.0,1,0,0,0.0,,,,,
fd,full_path,11,0.0,0,IC1_to_IC2,generalization,4,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,1,0,0,0.0,,,,,
fd,full_path,11,0.0,0,IC1_to_IC2,reconstruction,2,exact,dimension_by_phasec_representability_threeway,10,10,0,0.0,0,0.0,0,10,8,0.8,0.9864834970060372,-0.38206168189893985,0.976501647199643,0.9980362331454027,0.9999516125846817
fd,full_path,11,0.0,0,IC1_to_IC2,reconstruction,2,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,12,0,0,,0,,3,9,8,0.6666666666666666,0.9983046112037081,-0.10514821791164475,0.9832606065860852,0.999311699804176,0.9999641228085149
fd,full_path,11,0.0,0,IC1_to_IC2,reconstruction,2,surrogate:eq2_not_representable,dimension_by_phasec_representability_threeway,6,0,0,,0,,3,3,2,0.3333333333333333,0.999769149680235,-0.002015142355397681,0.4988770036624186,0.9998483143589374,0.9999274790376398
fd,full_path,11,0.0,0,IC1_to_IC2,reconstruction,3,exact,dimension_by_phasec_representability_threeway,8,8,0,0.0,0,0.0,1,7,1,0.125,-0.7647101680459644,-11.35973747092416,-4.010682879221441,0.04773855621907375,0.9999044674300247
fd,full_path,11,0.0,0,IC1_to_IC2,reconstruction,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,1,0,0,0.0,,,,,
fd,full_path,11,0.0,0,IC1_to_IC2,reconstruction,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.4623379706404176,0.4623379706404176,0.4623379706404176,0.4623379706404176,0.4623379706404176
fd,full_path,11,0.0,0,IC1_to_IC2,reconstruction,4,exact,dimension_by_phasec_representability_threeway,1,1,0,0.0,0,0.0,1,0,0,0.0,,,,,
fd,full_path,11,0.0,0,IC1_to_IC2,reconstruction,4,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,1,1.0,0.9998662979679851,0.9998662979679851,0.9998662979679851,0.9998662979679851,0.9998662979679851
fd,full_path,11,0.0,0,IC2_to_IC1,generalization,2,exact,dimension_by_phasec_representability_threeway,10,10,0,0.0,0,0.0,3,7,4,0.4,0.9778816598966134,-919.4338548334947,-0.03173364967076919,0.9960724322658607,0.9999353196808289
fd,full_path,11,0.0,0,IC2_to_IC1,generalization,2,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,12,0,0,,0,,3,9,2,0.16666666666666666,-0.07607844886558962,-115.92158856165167,-1.5137229743059024,0.5374640816064222,0.9952875480906965
fd,full_path,11,0.0,0,IC2_to_IC1,generalization,2,surrogate:eq2_not_representable,dimension_by_phasec_representability_threeway,6,0,0,,0,,1,5,2,0.3333333333333333,0.8679237871795698,0.09162947473438099,0.4705155192085392,0.9993304737446522,0.9998157183522532
fd,full_path,11,0.0,0,IC2_to_IC1,generalization,3,exact,dimension_by_phasec_representability_threeway,8,8,0,0.0,0,0.0,1,7,0,0.0,-0.8679446514089774,-15.775651152286187,-7.280739025326211,0.020889083620659887,0.7965083912915567
fd,full_path,11,0.0,0,IC2_to_IC1,generalization,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,1,0,0,0.0,,,,,
fd,full_path,11,0.0,0,IC2_to_IC1,generalization,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.6193914401170013,0.6193914401170013,0.6193914401170013,0.6193914401170013,0.6193914401170013
fd,full_path,11,0.0,0,IC2_to_IC1,generalization,4,exact,dimension_by_phasec_representability_threeway,1,1,0,0.0,0,0.0,1,0,0,0.0,,,,,
fd,full_path,11,0.0,0,IC2_to_IC1,generalization,4,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,-0.5793843206225989,-0.5793843206225989,-0.5793843206225989,-0.5793843206225989,-0.5793843206225989
fd,full_path,11,0.0,0,IC2_to_IC1,reconstruction,2,exact,dimension_by_phasec_representability_threeway,10,10,0,0.0,0,0.0,2,8,6,0.6,0.9957709415048551,-221.54784325585487,0.6267161432079139,0.998775857257199,0.999716705712532
fd,full_path,11,0.0,0,IC2_to_IC1,reconstruction,2,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,12,0,0,,0,,4,8,8,0.6666666666666666,0.9994493073389669,0.976750902915329,0.995871875169039,0.9999257973844505,0.9999868201704547
fd,full_path,11,0.0,0,IC2_to_IC1,reconstruction,2,surrogate:eq2_not_representable,dimension_by_phasec_representability_threeway,6,0,0,,0,,1,5,3,0.5,0.9997779066942042,-0.45038617030889716,-0.3226320447786821,0.9999062646250938,0.9999150502166618
fd,full_path,11,0.0,0,IC2_to_IC1,reconstruction,3,exact,dimension_by_phasec_representability_threeway,8,8,0,0.0,0,0.0,2,6,1,0.125,-0.30324281940189496,-16.398022465522292,-4.232367658926724,0.7419079811164238,0.9999410913973716
fd,full_path,11,0.0,0,IC2_to_IC1,reconstruction,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,1,1.0,0.9998893729848302,0.9998893729848302,0.9998893729848302,0.9998893729848302,0.9998893729848302
fd,full_path,11,0.0,0,IC2_to_IC1,reconstruction,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.3613614316222244,0.3613614316222244,0.3613614316222244,0.3613614316222244,0.3613614316222244
fd,full_path,11,0.0,0,IC2_to_IC1,reconstruction,4,exact,dimension_by_phasec_representability_threeway,1,1,0,0.0,0,0.0,1,0,0,0.0,,,,,
fd,full_path,11,0.0,0,IC2_to_IC1,reconstruction,4,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,1,1.0,0.999900794393486,0.999900794393486,0.999900794393486,0.999900794393486,0.999900794393486
fd,full_path,12,0.0,0,IC1_to_IC2,generalization,2,exact,dimension_by_phasec_representability_threeway,10,10,0,0.0,0,0.0,4,6,4,0.4,0.9818318349029583,-3.698589784246246,-0.3553330937069618,0.9961282171375004,0.9996831957496493
fd,full_path,12,0.0,0,IC1_to_IC2,generalization,2,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,12,0,0,,0,,8,4,0,0.0,0.731597990768275,0.4855860968136238,0.6497807012645437,0.7763424147710323,0.8293184227190302
fd,full_path,12,0.0,0,IC1_to_IC2,generalization,2,surrogate:eq2_not_representable,dimension_by_phasec_representability_threeway,6,0,0,,0,,2,4,2,0.3333333333333333,0.3134860791088618,-1.9833006765271948,-0.7748623774418322,0.9992168510194187,0.9998020961843703
fd,full_path,12,0.0,0,IC1_to_IC2,generalization,3,exact,dimension_by_phasec_representability_threeway,8,8,0,0.0,0,0.0,3,5,1,0.125,-2.026452868450189,-7.048261871513117,-4.086896177695147,-0.7448366978661486,0.9758942621145054
fd,full_path,12,0.0,0,IC1_to_IC2,generalization,3,surrogate:eq1_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,1,0,0,0.0,,,,,
fd,full_path,12,0.0,0,IC1_to_IC2,generalization,3,surrogate:eq3_not_representable,dimension_by_phasec_representability_threeway,1,0,0,,0,,0,1,0,0.0,0.3281404682202633,0.3281404682202633,0.3281404682202633,0.3281404682202633,0.3281404682202633
