system_id,dimension,signal,sigma_rel,noise_replicate,source_initial_condition_set,n_library_terms,n_target_regressions,n_path_least_squares,n_evaluation_integrations,n_selection_integrations
45,2,fd,0.05,4,2,12,2,24,4,0
45,2,fd,0.05,5,1,12,2,24,4,0
45,2,fd,0.05,5,2,12,2,24,4,0
46,2,weak,0.0,0,1,12,2,24,28,0
46,2,weak,0.0,0,2,12,2,24,28,0
46,2,weak,0.01,1,1,12,2,24,4,0
46,2,weak,0.01,1,2,12,2,24,4,0
46,2,weak,0.01,2,1,12,2,24,4,0
46,2,weak,0.01,2,2,12,2,24,4,0
46,2,weak,0.01,3,1,12,2,24,4,0
46,2,weak,0.01,3,2,12,2,24,4,0
46,2,weak,0.01,4,1,12,2,24,4,0
46,2,weak,0.01,4,2,12,2,24,4,0
46,2,weak,0.01,5,1,12,2,24,4,0
46,2,weak,0.01,5,2,12,2,24,4,0
46,2,weak,0.05,1,1,12,2,24,4,0
46,2,weak,0.05,1,2,12,2,24,4,0
46,2,weak,0.05,2,1,12,2,24,4,0
46,2,weak,0.05,2,2,12,2,24,4,0
46,2,weak,0.05,3,1,12,2,24,4,0
46,2,weak,0.05,3,2,12,2,24,4,0
46,2,weak,0.05,4,1,12,2,24,4,0
46,2,weak,0.05,4,2,12,2,24,4,0
46,2,weak,0.05,5,1,12,2,24,4,0
46,2,weak,0.05,5,2,12,2,24,4,0
46,2,fd,0.0,0,1,12,2,24,28,0
46,2,fd,0.0,0,2,12,2,24,28,0
46,2,fd,0.01,1,1,12,2,24,4,0
46,2,fd,0.01,1,2,12,2,24,4,0
46,2,fd,0.01,2,1,12,2,24,4,0
46,2,fd,0.01,2,2,12,2,24,4,0
46,2,fd,0.01,3,1,12,2,24,4,0
46,2,fd,0.01,3,2,12,2,24,4,0
46,2,fd,0.01,4,1,12,2,24,4,0
46,2,fd,0.01,4,2,12,2,24,4,0
46,2,fd,0.01,5,1,12,2,24,4,0
46,2,fd,0.01,5,2,12,2,24,4,0
46,2,fd,0.05,1,1,12,2,24,4,0
46,2,fd,0.05,1,2,12,2,24,4,0
46,2,fd,0.05,2,1,12,2,24,4,0
46,2,fd,0.05,2,2,12,2,24,4,0
46,2,fd,0.05,3,1,12,2,24,4,0
46,2,fd,0.05,3,2,12,2,24,4,0
46,2,fd,0.05,4,1,12,2,24,4,0
46,2,fd,0.05,4,2,12,2,24,4,0
46,2,fd,0.05,5,1,12,2,24,4,0
46,2,fd,0.05,5,2,12,2,24,4,0
47,2,weak,0.0,0,1,12,2,24,28,0
47,2,weak,0.0,0,2,12,2,24,28,0
47,2,weak,0.01,1,1,12,2,24,4,0
47,2,weak,0.01,1,2,12,2,24,4,0
47,2,weak,0.01,2,1,12,2,24,4,0
47,2,weak,0.01,2,2,12,2,24,4,0
47,2,weak,0.01,3,1,12,2,24,4,0
47,2,weak,0.01,3,2,12,2,24,4,0
47,2,weak,0.01,4,1,12,2,24,4,0
47,2,weak,0.01,4,2,12,2,24,4,0
47,2,weak,0.01,5,1,12,2,24,4,0
47,2,weak,0.01,5,2,12,2,24,4,0
47,2,weak,0.05,1,1,12,2,24,4,0
47,2,weak,0.05,1,2,12,2,24,4,0
47,2,weak,0.05,2,1,12,2,24,4,0
47,2,weak,0.05,2,2,12,2,24,4,0
47,2,weak,0.05,3,1,12,2,24,4,0
47,2,weak,0.05,3,2,12,2,24,4,0
47,2,weak,0.05,4,1,12,2,24,4,0
47,2,weak,0.05,4,2,12,2,24,4,0
47,2,weak,0.05,5,1,12,2,24,4,0
47,2,weak,0.05,5,2,12,2,24,4,0
47,2,fd,0.0,0,1,12,2,24,28,0
47,2,fd,0.0,0,2,12,2,24,28,0
47,2,fd,0.01,1,1,12,2,24,4,0
47,2,fd,0.01,1,2,12,2,24,4,0
47,2,fd,0.01,2,1,12,2,24,4,0
47,2,fd,0.01,2,2,12,2,24,4,0
47,2,fd,0.01,3,1,12,2,24,4,0
47,2,fd,0.01,3,2,12,2,24,4,0
47,2,fd,0.01,4,1,12,2,24,4,0
47,2,fd,0.01,4,2,12,2,24,4,0
47,2,fd,0.01,5,1,12,2,24,4,0
47,2,fd,0.01,5,2,12,2,24,4,0
47,2,fd,0.05,1,1,12,2,24,4,0
47,2,fd,0.05,1,2,12,2,24,4,0
47,2,fd,0.05,2,1,12,2,24,4,0
47,2,fd,0.05,2,2,12,2,24,4,0
47,2,fd,0.05,3,1,12,2,24,4,0
47,2,fd,0.05,3,2,12,2,24,4,0
47,2,fd,0.05,4,1,12,2,24,4,0
47,2,fd,0.05,4,2,12,2,24,4,0
47,2,fd,0.05,5,1,12,2,24,4,0
47,2,fd,0.05,5,2,12,2,24,4,0
48,2,weak,0.0,0,1,12,2,24,28,0
48,2,weak,0.0,0,2,12,2,24,28,0
48,2,weak,0.01,1,1,12,2,24,4,0
48,2,weak,0.01,1,2,12,2,24,4,0
48,2,weak,0.01,2,1,12,2,24,4,0
48,2,weak,0.01,2,2,12,2,24,4,0
48,2,weak,0.01,3,1,12,2,24,4,0
48,2,weak,0.01,3,2,12,2,24,4,0
48,2,weak,0.01,4,1,12,2,24,4,0
48,2,weak,0.01,4,2,12,2,24,4,0
48,2,weak,0.01,5,1,12,2,24,4,0
48,2,weak,0.01,5,2,12,2,24,4,0
48,2,weak,0.05,1,1,12,2,24,4,0
48,2,weak,0.05,1,2,12,2,24,4,0
48,2,weak,0.05,2,1,12,2,24,4,0
48,2,weak,0.05,2,2,12,2,24,4,0
48,2,weak,0.05,3,1,12,2,24,4,0
48,2,weak,0.05,3,2,12,2,24,4,0
48,2,weak,0.05,4,1,12,2,24,4,0
48,2,weak,0.05,4,2,12,2,24,4,0
48,2,weak,0.05,5,1,12,2,24,4,0
48,2,weak,0.05,5,2,12,2,24,4,0
48,2,fd,0.0,0,1,12,2,24,28,0
48,2,fd,0.0,0,2,12,2,24,28,0
48,2,fd,0.01,1,1,12,2,24,4,0
48,2,fd,0.01,1,2,12,2,24,4,0
48,2,fd,0.01,2,1,12,2,24,4,0
48,2,fd,0.01,2,2,12,2,24,4,0
48,2,fd,0.01,3,1,12,2,24,4,0
48,2,fd,0.01,3,2,12,2,24,4,0
48,2,fd,0.01,4,1,12,2,24,4,0
48,2,fd,0.01,4,2,12,2,24,4,0
48,2,fd,0.01,5,1,12,2,24,4,0
48,2,fd,0.01,5,2,12,2,24,4,0
48,2,fd,0.05,1,1,12,2,24,4,0
48,2,fd,0.05,1,2,12,2,24,4,0
48,2,fd,0.05,2,1,12,2,24,4,0
48,2,fd,0.05,2,2,12,2,24,4,0
48,2,fd,0.05,3,1,12,2,24,4,0
48,2,fd,0.05,3,2,12,2,24,4,0
48,2,fd,0.05,4,1,12,2,24,4,0
48,2,fd,0.05,4,2,12,2,24,4,0
48,2,fd,0.05,5,1,12,2,24,4,0
48,2,fd,0.05,5,2,12,2,24,4,0
49,2,weak,0.0,0,1,12,2,24,28,0
49,2,weak,0.0,0,2,12,2,24,28,0
49,2,weak,0.01,1,1,12,2,24,4,0
49,2,weak,0.01,1,2,12,2,24,4,0
49,2,weak,0.01,2,1,12,2,24,4,0
49,2,weak,0.01,2,2,12,2,24,4,0
49,2,weak,0.01,3,1,12,2,24,4,0
49,2,weak,0.01,3,2,12,2,24,4,0
49,2,weak,0.01,4,1,12,2,24,4,0
49,2,weak,0.01,4,2,12,2,24,4,0
49,2,weak,0.01,5,1,12,2,24,4,0
49,2,weak,0.01,5,2,12,2,24,4,0
49,2,weak,0.05,1,1,12,2,24,4,0
49,2,weak,0.05,1,2,12,2,24,4,0
49,2,weak,0.05,2,1,12,2,24,4,0
49,2,weak,0.05,2,2,12,2,24,4,0
49,2,weak,0.05,3,1,12,2,24,4,0
49,2,weak,0.05,3,2,12,2,24,4,0
49,2,weak,0.05,4,1,12,2,24,4,0
49,2,weak,0.05,4,2,12,2,24,4,0
49,2,weak,0.05,5,1,12,2,24,4,0
49,2,weak,0.05,5,2,12,2,24,4,0
49,2,fd,0.0,0,1,12,2,24,28,0
49,2,fd,0.0,0,2,12,2,24,28,0
49,2,fd,0.01,1,1,12,2,24,4,0
49,2,fd,0.01,1,2,12,2,24,4,0
49,2,fd,0.01,2,1,12,2,24,4,0
49,2,fd,0.01,2,2,12,2,24,4,0
49,2,fd,0.01,3,1,12,2,24,4,0
49,2,fd,0.01,3,2,12,2,24,4,0
49,2,fd,0.01,4,1,12,2,24,4,0
49,2,fd,0.01,4,2,12,2,24,4,0
49,2,fd,0.01,5,1,12,2,24,4,0
49,2,fd,0.01,5,2,12,2,24,4,0
49,2,fd,0.05,1,1,12,2,24,4,0
49,2,fd,0.05,1,2,12,2,24,4,0
49,2,fd,0.05,2,1,12,2,24,4,0
49,2,fd,0.05,2,2,12,2,24,4,0
49,2,fd,0.05,3,1,12,2,24,4,0
49,2,fd,0.05,3,2,12,2,24,4,0
49,2,fd,0.05,4,1,12,2,24,4,0
49,2,fd,0.05,4,2,12,2,24,4,0
49,2,fd,0.05,5,1,12,2,24,4,0
49,2,fd,0.05,5,2,12,2,24,4,0
50,2,weak,0.0,0,1,12,2,24,28,0
50,2,weak,0.0,0,2,12,2,24,28,0
50,2,weak,0.01,1,1,12,2,24,4,0
50,2,weak,0.01,1,2,12,2,24,4,0
50,2,weak,0.01,2,1,12,2,24,4,0
50,2,weak,0.01,2,2,12,2,24,4,0
50,2,weak,0.01,3,1,12,2,24,4,0
50,2,weak,0.01,3,2,12,2,24,4,0
50,2,weak,0.01,4,1,12,2,24,4,0
50,2,weak,0.01,4,2,12,2,24,4,0
50,2,weak,0.01,5,1,12,2,24,4,0
50,2,weak,0.01,5,2,12,2,24,4,0
50,2,weak,0.05,1,1,12,2,24,4,0
50,2,weak,0.05,1,2,12,2,24,4,0
50,2,weak,0.05,2,1,12,2,24,4,0
50,2,weak,0.05,2,2,12,2,24,4,0
50,2,weak,0.05,3,1,12,2,24,4,0
50,2,weak,0.05,3,2,12,2,24,4,0
50,2,weak,0.05,4,1,12,2,24,4,0
50,2,weak,0.05,4,2,12,2,24,4,0
50,2,weak,0.05,5,1,12,2,24,4,0
50,2,weak,0.05,5,2,12,2,24,4,0
50,2,fd,0.0,0,1,12,2,24,28,0
50,2,fd,0.0,0,2,12,2,24,28,0
50,2,fd,0.01,1,1,12,2,24,4,0
50,2,fd,0.01,1,2,12,2,24,4,0
50,2,fd,0.01,2,1,12,2,24,4,0
50,2,fd,0.01,2,2,12,2,24,4,0
50,2,fd,0.01,3,1,12,2,24,4,0
50,2,fd,0.01,3,2,12,2,24,4,0
50,2,fd,0.01,4,1,12,2,24,4,0
50,2,fd,0.01,4,2,12,2,24,4,0
50,2,fd,0.01,5,1,12,2,24,4,0
50,2,fd,0.01,5,2,12,2,24,4,0
50,2,fd,0.05,1,1,12,2,24,4,0
50,2,fd,0.05,1,2,12,2,24,4,0
50,2,fd,0.05,2,1,12,2,24,4,0
50,2,fd,0.05,2,2,12,2,24,4,0
50,2,fd,0.05,3,1,12,2,24,4,0
50,2,fd,0.05,3,2,12,2,24,4,0
50,2,fd,0.05,4,1,12,2,24,4,0
50,2,fd,0.05,4,2,12,2,24,4,0
50,2,fd,0.05,5,1,12,2,24,4,0
50,2,fd,0.05,5,2,12,2,24,4,0
51,2,weak,0.0,0,1,12,2,24,28,0
51,2,weak,0.0,0,2,12,2,24,28,0
51,2,weak,0.01,1,1,12,2,24,4,0
51,2,weak,0.01,1,2,12,2,24,4,0
51,2,weak,0.01,2,1,12,2,24,4,0
51,2,weak,0.01,2,2,12,2,24,4,0
51,2,weak,0.01,3,1,12,2,24,4,0
51,2,weak,0.01,3,2,12,2,24,4,0
51,2,weak,0.01,4,1,12,2,24,4,0
51,2,weak,0.01,4,2,12,2,24,4,0
51,2,weak,0.01,5,1,12,2,24,4,0
51,2,weak,0.01,5,2,12,2,24,4,0
51,2,weak,0.05,1,1,12,2,24,4,0
51,2,weak,0.05,1,2,12,2,24,4,0
51,2,weak,0.05,2,1,12,2,24,4,0
51,2,weak,0.05,2,2,12,2,24,4,0
51,2,weak,0.05,3,1,12,2,24,4,0
51,2,weak,0.05,3,2,12,2,24,4,0
51,2,weak,0.05,4,1,12,2,24,4,0
51,2,weak,0.05,4,2,12,2,24,4,0
51,2,weak,0.05,5,1,12,2,24,4,0
51,2,weak,0.05,5,2,12,2,24,4,0
51,2,fd,0.0,0,1,12,2,24,28,0
51,2,fd,0.0,0,2,12,2,24,28,0
51,2,fd,0.01,1,1,12,2,24,4,0
51,2,fd,0.01,1,2,12,2,24,4,0
51,2,fd,0.01,2,1,12,2,24,4,0
51,2,fd,0.01,2,2,12,2,24,4,0
51,2,fd,0.01,3,1,12,2,24,4,0
51,2,fd,0.01,3,2,12,2,24,4,0
51,2,fd,0.01,4,1,12,2,24,4,0
51,2,fd,0.01,4,2,12,2,24,4,0
51,2,fd,0.01,5,1,12,2,24,4,0
51,2,fd,0.01,5,2,12,2,24,4,0
51,2,fd,0.05,1,1,12,2,24,4,0
51,2,fd,0.05,1,2,12,2,24,4,0
51,2,fd,0.05,2,1,12,2,24,4,0
51,2,fd,0.05,2,2,12,2,24,4,0
51,2,fd,0.05,3,1,12,2,24,4,0
51,2,fd,0.05,3,2,12,2,24,4,0
51,2,fd,0.05,4,1,12,2,24,4,0
51,2,fd,0.05,4,2,12,2,24,4,0
51,2,fd,0.05,5,1,12,2,24,4,0
51,2,fd,0.05,5,2,12,2,24,4,0
52,3,weak,0.0,0,1,19,3,57,42,0
52,3,weak,0.0,0,2,19,3,57,42,0
52,3,weak,0.01,1,1,19,3,57,4,0
52,3,weak,0.01,1,2,19,3,57,4,0
52,3,weak,0.01,2,1,19,3,57,4,0
52,3,weak,0.01,2,2,19,3,57,4,0
52,3,weak,0.01,3,1,19,3,57,4,0
52,3,weak,0.01,3,2,19,3,57,4,0
52,3,weak,0.01,4,1,19,3,57,4,0
52,3,weak,0.01,4,2,19,3,57,4,0
52,3,weak,0.01,5,1,19,3,57,4,0
52,3,weak,0.01,5,2,19,3,57,4,0
52,3,weak,0.05,1,1,19,3,57,4,0
52,3,weak,0.05,1,2,19,3,57,4,0
52,3,weak,0.05,2,1,19,3,57,4,0
52,3,weak,0.05,2,2,19,3,57,4,0
52,3,weak,0.05,3,1,19,3,57,4,0
52,3,weak,0.05,3,2,19,3,57,4,0
52,3,weak,0.05,4,1,19,3,57,4,0
52,3,weak,0.05,4,2,19,3,57,4,0
52,3,weak,0.05,5,1,19,3,57,4,0
52,3,weak,0.05,5,2,19,3,57,4,0
52,3,fd,0.0,0,1,19,3,57,42,0
52,3,fd,0.0,0,2,19,3,57,42,0
52,3,fd,0.01,1,1,19,3,57,4,0
52,3,fd,0.01,1,2,19,3,57,4,0
52,3,fd,0.01,2,1,19,3,57,4,0
52,3,fd,0.01,2,2,19,3,57,4,0
52,3,fd,0.01,3,1,19,3,57,4,0
52,3,fd,0.01,3,2,19,3,57,4,0
52,3,fd,0.01,4,1,19,3,57,4,0
52,3,fd,0.01,4,2,19,3,57,4,0
52,3,fd,0.01,5,1,19,3,57,4,0
52,3,fd,0.01,5,2,19,3,57,4,0
52,3,fd,0.05,1,1,19,3,57,4,0
52,3,fd,0.05,1,2,19,3,57,4,0
52,3,fd,0.05,2,1,19,3,57,4,0
52,3,fd,0.05,2,2,19,3,57,4,0
52,3,fd,0.05,3,1,19,3,57,4,0
52,3,fd,0.05,3,2,19,3,57,4,0
52,3,fd,0.05,4,1,19,3,57,4,0
52,3,fd,0.05,4,2,19,3,57,4,0
52,3,fd,0.05,5,1,19,3,57,4,0
52,3,fd,0.05,5,2,19,3,57,4,0
53,3,weak,0.0,0,1,19,3,57,42,0
53,3,weak,0.0,0,2,19,3,57,42,0
53,3,weak,0.01,1,1,19,3,57,4,0
53,3,weak,0.01,1,2,19,3,57,4,0
53,3,weak,0.01,2,1,19,3,57,4,0
53,3,weak,0.01,2,2,19,3,57,4,0
53,3,weak,0.01,3,1,19,3,57,4,0
53,3,weak,0.01,3,2,19,3,57,4,0
53,3,weak,0.01,4,1,19,3,57,4,0
53,3,weak,0.01,4,2,19,3,57,4,0
53,3,weak,0.01,5,1,19,3,57,4,0
53,3,weak,0.01,5,2,19,3,57,4,0
53,3,weak,0.05,1,1,19,3,57,4,0
53,3,weak,0.05,1,2,19,3,57,4,0
53,3,weak,0.05,2,1,19,3,57,4,0
53,3,weak,0.05,2,2,19,3,57,4,0
53,3,weak,0.05,3,1,19,3,57,4,0
53,3,weak,0.05,3,2,19,3,57,4,0
53,3,weak,0.05,4,1,19,3,57,4,0
53,3,weak,0.05,4,2,19,3,57,4,0
53,3,weak,0.05,5,1,19,3,57,4,0
53,3,weak,0.05,5,2,19,3,57,4,0
53,3,fd,0.0,0,1,19,3,57,42,0
53,3,fd,0.0,0,2,19,3,57,42,0
53,3,fd,0.01,1,1,19,3,57,4,0
53,3,fd,0.01,1,2,19,3,57,4,0
53,3,fd,0.01,2,1,19,3,57,4,0
53,3,fd,0.01,2,2,19,3,57,4,0
53,3,fd,0.01,3,1,19,3,57,4,0
53,3,fd,0.01,3,2,19,3,57,4,0
53,3,fd,0.01,4,1,19,3,57,4,0
53,3,fd,0.01,4,2,19,3,57,4,0
53,3,fd,0.01,5,1,19,3,57,4,0
53,3,fd,0.01,5,2,19,3,57,4,0
53,3,fd,0.05,1,1,19,3,57,4,0
53,3,fd,0.05,1,2,19,3,57,4,0
53,3,fd,0.05,2,1,19,3,57,4,0
53,3,fd,0.05,2,2,19,3,57,4,0
53,3,fd,0.05,3,1,19,3,57,4,0
53,3,fd,0.05,3,2,19,3,57,4,0
53,3,fd,0.05,4,1,19,3,57,4,0
53,3,fd,0.05,4,2,19,3,57,4,0
53,3,fd,0.05,5,1,19,3,57,4,0
53,3,fd,0.05,5,2,19,3,57,4,0
54,3,weak,0.0,0,1,19,3,57,42,0
54,3,weak,0.0,0,2,19,3,57,42,0
54,3,weak,0.01,1,1,19,3,57,4,0
54,3,weak,0.01,1,2,19,3,57,4,0
54,3,weak,0.01,2,1,19,3,57,4,0
54,3,weak,0.01,2,2,19,3,57,4,0
54,3,weak,0.01,3,1,19,3,57,4,0
54,3,weak,0.01,3,2,19,3,57,4,0
54,3,weak,0.01,4,1,19,3,57,4,0
54,3,weak,0.01,4,2,19,3,57,4,0
54,3,weak,0.01,5,1,19,3,57,4,0
54,3,weak,0.01,5,2,19,3,57,4,0
54,3,weak,0.05,1,1,19,3,57,4,0
54,3,weak,0.05,1,2,19,3,57,4,0
54,3,weak,0.05,2,1,19,3,57,4,0
54,3,weak,0.05,2,2,19,3,57,4,0
54,3,weak,0.05,3,1,19,3,57,4,0
54,3,weak,0.05,3,2,19,3,57,4,0
54,3,weak,0.05,4,1,19,3,57,4,0
54,3,weak,0.05,4,2,19,3,57,4,0
54,3,weak,0.05,5,1,19,3,57,4,0
54,3,weak,0.05,5,2,19,3,57,4,0
54,3,fd,0.0,0,1,19,3,57,42,0
54,3,fd,0.0,0,2,19,3,57,42,0
54,3,fd,0.01,1,1,19,3,57,4,0
54,3,fd,0.01,1,2,19,3,57,4,0
54,3,fd,0.01,2,1,19,3,57,4,0
54,3,fd,0.01,2,2,19,3,57,4,0
54,3,fd,0.01,3,1,19,3,57,4,0
54,3,fd,0.01,3,2,19,3,57,4,0
54,3,fd,0.01,4,1,19,3,57,4,0
54,3,fd,0.01,4,2,19,3,57,4,0
54,3,fd,0.01,5,1,19,3,57,4,0
54,3,fd,0.01,5,2,19,3,57,4,0
54,3,fd,0.05,1,1,19,3,57,4,0
54,3,fd,0.05,1,2,19,3,57,4,0
54,3,fd,0.05,2,1,19,3,57,4,0
54,3,fd,0.05,2,2,19,3,57,4,0
54,3,fd,0.05,3,1,19,3,57,4,0
54,3,fd,0.05,3,2,19,3,57,4,0
54,3,fd,0.05,4,1,19,3,57,4,0
54,3,fd,0.05,4,2,19,3,57,4,0
54,3,fd,0.05,5,1,19,3,57,4,0
54,3,fd,0.05,5,2,19,3,57,4,0
55,3,weak,0.0,0,1,19,3,57,42,0
55,3,weak,0.0,0,2,19,3,57,42,0
55,3,weak,0.01,1,1,19,3,57,4,0
55,3,weak,0.01,1,2,19,3,57,4,0
55,3,weak,0.01,2,1,19,3,57,4,0
55,3,weak,0.01,2,2,19,3,57,4,0
55,3,weak,0.01,3,1,19,3,57,4,0
55,3,weak,0.01,3,2,19,3,57,4,0
55,3,weak,0.01,4,1,19,3,57,4,0
55,3,weak,0.01,4,2,19,3,57,4,0
55,3,weak,0.01,5,1,19,3,57,4,0
55,3,weak,0.01,5,2,19,3,57,4,0
55,3,weak,0.05,1,1,19,3,57,4,0
55,3,weak,0.05,1,2,19,3,57,4,0
55,3,weak,0.05,2,1,19,3,57,4,0
55,3,weak,0.05,2,2,19,3,57,4,0
55,3,weak,0.05,3,1,19,3,57,4,0
55,3,weak,0.05,3,2,19,3,57,4,0
55,3,weak,0.05,4,1,19,3,57,4,0
55,3,weak,0.05,4,2,19,3,57,4,0
55,3,weak,0.05,5,1,19,3,57,4,0
55,3,weak,0.05,5,2,19,3,57,4,0
55,3,fd,0.0,0,1,19,3,57,42,0
55,3,fd,0.0,0,2,19,3,57,42,0
55,3,fd,0.01,1,1,19,3,57,4,0
55,3,fd,0.01,1,2,19,3,57,4,0
55,3,fd,0.01,2,1,19,3,57,4,0
55,3,fd,0.01,2,2,19,3,57,4,0
55,3,fd,0.01,3,1,19,3,57,4,0
55,3,fd,0.01,3,2,19,3,57,4,0
55,3,fd,0.01,4,1,19,3,57,4,0
55,3,fd,0.01,4,2,19,3,57,4,0
55,3,fd,0.01,5,1,19,3,57,4,0
55,3,fd,0.01,5,2,19,3,57,4,0
55,3,fd,0.05,1,1,19,3,57,4,0
55,3,fd,0.05,1,2,19,3,57,4,0
55,3,fd,0.05,2,1,19,3,57,4,0
55,3,fd,0.05,2,2,19,3,57,4,0
55,3,fd,0.05,3,1,19,3,57,4,0
55,3,fd,0.05,3,2,19,3,57,4,0
55,3,fd,0.05,4,1,19,3,57,4,0
55,3,fd,0.05,4,2,19,3,57,4,0
55,3,fd,0.05,5,1,19,3,57,4,0
55,3,fd,0.05,5,2,19,3,57,4,0
56,3,weak,0.0,0,1,19,3,57,42,0
56,3,weak,0.0,0,2,19,3,57,42,0
56,3,weak,0.01,1,1,19,3,57,4,0
56,3,weak,0.01,1,2,19,3,57,4,0
56,3,weak,0.01,2,1,19,3,57,4,0
56,3,weak,0.01,2,2,19,3,57,4,0
56,3,weak,0.01,3,1,19,3,57,4,0
56,3,weak,0.01,3,2,19,3,57,4,0
56,3,weak,0.01,4,1,19,3,57,4,0
56,3,weak,0.01,4,2,19,3,57,4,0
56,3,weak,0.01,5,1,19,3,57,4,0
56,3,weak,0.01,5,2,19,3,57,4,0
56,3,weak,0.05,1,1,19,3,57,4,0
56,3,weak,0.05,1,2,19,3,57,4,0
56,3,weak,0.05,2,1,19,3,57,4,0
56,3,weak,0.05,2,2,19,3,57,4,0
56,3,weak,0.05,3,1,19,3,57,4,0
56,3,weak,0.05,3,2,19,3,57,4,0
56,3,weak,0.05,4,1,19,3,57,4,0
56,3,weak,0.05,4,2,19,3,57,4,0
56,3,weak,0.05,5,1,19,3,57,4,0
56,3,weak,0.05,5,2,19,3,57,4,0
56,3,fd,0.0,0,1,19,3,57,42,0
56,3,fd,0.0,0,2,19,3,57,42,0
56,3,fd,0.01,1,1,19,3,57,4,0
56,3,fd,0.01,1,2,19,3,57,4,0
56,3,fd,0.01,2,1,19,3,57,4,0
56,3,fd,0.01,2,2,19,3,57,4,0
56,3,fd,0.01,3,1,19,3,57,4,0
56,3,fd,0.01,3,2,19,3,57,4,0
56,3,fd,0.01,4,1,19,3,57,4,0
56,3,fd,0.01,4,2,19,3,57,4,0
56,3,fd,0.01,5,1,19,3,57,4,0
56,3,fd,0.01,5,2,19,3,57,4,0
56,3,fd,0.05,1,1,19,3,57,4,0
56,3,fd,0.05,1,2,19,3,57,4,0
56,3,fd,0.05,2,1,19,3,57,4,0
56,3,fd,0.05,2,2,19,3,57,4,0
56,3,fd,0.05,3,1,19,3,57,4,0
56,3,fd,0.05,3,2,19,3,57,4,0
56,3,fd,0.05,4,1,19,3,57,4,0
56,3,fd,0.05,4,2,19,3,57,4,0
56,3,fd,0.05,5,1,19,3,57,4,0
56,3,fd,0.05,5,2,19,3,57,4,0
57,3,weak,0.0,0,1,19,3,57,42,0
57,3,weak,0.0,0,2,19,3,57,42,0
57,3,weak,0.01,1,1,19,3,57,4,0
57,3,weak,0.01,1,2,19,3,57,4,0
57,3,weak,0.01,2,1,19,3,57,4,0
57,3,weak,0.01,2,2,19,3,57,4,0
57,3,weak,0.01,3,1,19,3,57,4,0
57,3,weak,0.01,3,2,19,3,57,4,0
57,3,weak,0.01,4,1,19,3,57,4,0
57,3,weak,0.01,4,2,19,3,57,4,0
57,3,weak,0.01,5,1,19,3,57,4,0
57,3,weak,0.01,5,2,19,3,57,4,0
57,3,weak,0.05,1,1,19,3,57,4,0
57,3,weak,0.05,1,2,19,3,57,4,0
57,3,weak,0.05,2,1,19,3,57,4,0
57,3,weak,0.05,2,2,19,3,57,4,0
57,3,weak,0.05,3,1,19,3,57,4,0
57,3,weak,0.05,3,2,19,3,57,4,0
57,3,weak,0.05,4,1,19,3,57,4,0
57,3,weak,0.05,4,2,19,3,57,4,0
57,3,weak,0.05,5,1,19,3,57,4,0
57,3,weak,0.05,5,2,19,3,57,4,0
57,3,fd,0.0,0,1,19,3,57,42,0
57,3,fd,0.0,0,2,19,3,57,42,0
57,3,fd,0.01,1,1,19,3,57,4,0
57,3,fd,0.01,1,2,19,3,57,4,0
57,3,fd,0.01,2,1,19,3,57,4,0
57,3,fd,0.01,2,2,19,3,57,4,0
57,3,fd,0.01,3,1,19,3,57,4,0
57,3,fd,0.01,3,2,19,3,57,4,0
57,3,fd,0.01,4,1,19,3,57,4,0
57,3,fd,0.01,4,2,19,3,57,4,0
57,3,fd,0.01,5,1,19,3,57,4,0
57,3,fd,0.01,5,2,19,3,57,4,0
57,3,fd,0.05,1,1,19,3,57,4,0
57,3,fd,0.05,1,2,19,3,57,4,0
57,3,fd,0.05,2,1,19,3,57,4,0
57,3,fd,0.05,2,2,19,3,57,4,0
57,3,fd,0.05,3,1,19,3,57,4,0
57,3,fd,0.05,3,2,19,3,57,4,0
57,3,fd,0.05,4,1,19,3,57,4,0
57,3,fd,0.05,4,2,19,3,57,4,0
57,3,fd,0.05,5,1,19,3,57,4,0
57,3,fd,0.05,5,2,19,3,57,4,0
58,3,weak,0.0,0,1,19,3,57,42,0
58,3,weak,0.0,0,2,19,3,57,42,0
58,3,weak,0.01,1,1,19,3,57,4,0
58,3,weak,0.01,1,2,19,3,57,4,0
58,3,weak,0.01,2,1,19,3,57,4,0
58,3,weak,0.01,2,2,19,3,57,4,0
58,3,weak,0.01,3,1,19,3,57,4,0
58,3,weak,0.01,3,2,19,3,57,4,0
58,3,weak,0.01,4,1,19,3,57,4,0
58,3,weak,0.01,4,2,19,3,57,4,0
58,3,weak,0.01,5,1,19,3,57,4,0
58,3,weak,0.01,5,2,19,3,57,4,0
58,3,weak,0.05,1,1,19,3,57,4,0
58,3,weak,0.05,1,2,19,3,57,4,0
58,3,weak,0.05,2,1,19,3,57,4,0
58,3,weak,0.05,2,2,19,3,57,4,0
58,3,weak,0.05,3,1,19,3,57,4,0
58,3,weak,0.05,3,2,19,3,57,4,0
58,3,weak,0.05,4,1,19,3,57,4,0
58,3,weak,0.05,4,2,19,3,57,4,0
58,3,weak,0.05,5,1,19,3,57,4,0
58,3,weak,0.05,5,2,19,3,57,4,0
58,3,fd,0.0,0,1,19,3,57,42,0
58,3,fd,0.0,0,2,19,3,57,42,0
58,3,fd,0.01,1,1,19,3,57,4,0
