system_id,dimension,signal,sigma_rel,noise_replicate,source_initial_condition_set,n_library_terms,n_target_regressions,n_path_least_squares,n_evaluation_integrations,n_selection_integrations
58,3,fd,0.01,1,2,19,3,57,4,0
58,3,fd,0.01,2,1,19,3,57,4,0
58,3,fd,0.01,2,2,19,3,57,4,0
58,3,fd,0.01,3,1,19,3,57,4,0
58,3,fd,0.01,3,2,19,3,57,4,0
58,3,fd,0.01,4,1,19,3,57,4,0
58,3,fd,0.01,4,2,19,3,57,4,0
58,3,fd,0.01,5,1,19,3,57,4,0
58,3,fd,0.01,5,2,19,3,57,4,0
58,3,fd,0.05,1,1,19,3,57,4,0
58,3,fd,0.05,1,2,19,3,57,4,0
58,3,fd,0.05,2,1,19,3,57,4,0
58,3,fd,0.05,2,2,19,3,57,4,0
58,3,fd,0.05,3,1,19,3,57,4,0
58,3,fd,0.05,3,2,19,3,57,4,0
58,3,fd,0.05,4,1,19,3,57,4,0
58,3,fd,0.05,4,2,19,3,57,4,0
58,3,fd,0.05,5,1,19,3,57,4,0
58,3,fd,0.05,5,2,19,3,57,4,0
59,3,weak,0.0,0,1,19,3,57,42,0
59,3,weak,0.0,0,2,19,3,57,42,0
59,3,weak,0.01,1,1,19,3,57,4,0
59,3,weak,0.01,1,2,19,3,57,4,0
59,3,weak,0.01,2,1,19,3,57,4,0
59,3,weak,0.01,2,2,19,3,57,4,0
59,3,weak,0.01,3,1,19,3,57,4,0
59,3,weak,0.01,3,2,19,3,57,4,0
59,3,weak,0.01,4,1,19,3,57,4,0
59,3,weak,0.01,4,2,19,3,57,4,0
59,3,weak,0.01,5,1,19,3,57,4,0
59,3,weak,0.01,5,2,19,3,57,4,0
59,3,weak,0.05,1,1,19,3,57,4,0
59,3,weak,0.05,1,2,19,3,57,4,0
59,3,weak,0.05,2,1,19,3,57,4,0
59,3,weak,0.05,2,2,19,3,57,4,0
59,3,weak,0.05,3,1,19,3,57,4,0
59,3,weak,0.05,3,2,19,3,57,4,0
59,3,weak,0.05,4,1,19,3,57,4,0
59,3,weak,0.05,4,2,19,3,57,4,0
59,3,weak,0.05,5,1,19,3,57,4,0
59,3,weak,0.05,5,2,19,3,57,4,0
59,3,fd,0.0,0,1,19,3,57,42,0
59,3,fd,0.0,0,2,19,3,57,42,0
59,3,fd,0.01,1,1,19,3,57,4,0
59,3,fd,0.01,1,2,19,3,57,4,0
59,3,fd,0.01,2,1,19,3,57,4,0
59,3,fd,0.01,2,2,19,3,57,4,0
59,3,fd,0.01,3,1,19,3,57,4,0
59,3,fd,0.01,3,2,19,3,57,4,0
59,3,fd,0.01,4,1,19,3,57,4,0
59,3,fd,0.01,4,2,19,3,57,4,0
59,3,fd,0.01,5,1,19,3,57,4,0
59,3,fd,0.01,5,2,19,3,57,4,0
59,3,fd,0.05,1,1,19,3,57,4,0
59,3,fd,0.05,1,2,19,3,57,4,0
59,3,fd,0.05,2,1,19,3,57,4,0
59,3,fd,0.05,2,2,19,3,57,4,0
59,3,fd,0.05,3,1,19,3,57,4,0
59,3,fd,0.05,3,2,19,3,57,4,0
59,3,fd,0.05,4,1,19,3,57,4,0
59,3,fd,0.05,4,2,19,3,57,4,0
59,3,fd,0.05,5,1,19,3,57,4,0
59,3,fd,0.05,5,2,19,3,57,4,0
60,3,weak,0.0,0,1,19,3,57,42,0
60,3,weak,0.0,0,2,19,3,57,42,0
60,3,weak,0.01,1,1,19,3,57,4,0
60,3,weak,0.01,1,2,19,3,57,4,0
60,3,weak,0.01,2,1,19,3,57,4,0
60,3,weak,0.01,2,2,19,3,57,4,0
60,3,weak,0.01,3,1,19,3,57,4,0
60,3,weak,0.01,3,2,19,3,57,4,0
60,3,weak,0.01,4,1,19,3,57,4,0
60,3,weak,0.01,4,2,19,3,57,4,0
60,3,weak,0.01,5,1,19,3,57,4,0
60,3,weak,0.01,5,2,19,3,57,4,0
60,3,weak,0.05,1,1,19,3,57,4,0
60,3,weak,0.05,1,2,19,3,57,4,0
60,3,weak,0.05,2,1,19,3,57,4,0
60,3,weak,0.05,2,2,19,3,57,4,0
60,3,weak,0.05,3,1,19,3,57,4,0
60,3,weak,0.05,3,2,19,3,57,4,0
60,3,weak,0.05,4,1,19,3,57,4,0
60,3,weak,0.05,4,2,19,3,57,4,0
60,3,weak,0.05,5,1,19,3,57,4,0
60,3,weak,0.05,5,2,19,3,57,4,0
60,3,fd,0.0,0,1,19,3,57,42,0
60,3,fd,0.0,0,2,19,3,57,42,0
60,3,fd,0.01,1,1,19,3,57,4,0
60,3,fd,0.01,1,2,19,3,57,4,0
60,3,fd,0.01,2,1,19,3,57,4,0
60,3,fd,0.01,2,2,19,3,57,4,0
60,3,fd,0.01,3,1,19,3,57,4,0
60,3,fd,0.01,3,2,19,3,57,4,0
60,3,fd,0.01,4,1,19,3,57,4,0
60,3,fd,0.01,4,2,19,3,57,4,0
60,3,fd,0.01,5,1,19,3,57,4,0
60,3,fd,0.01,5,2,19,3,57,4,0
60,3,fd,0.05,1,1,19,3,57,4,0
60,3,fd,0.05,1,2,19,3,57,4,0
60,3,fd,0.05,2,1,19,3,57,4,0
60,3,fd,0.05,2,2,19,3,57,4,0
60,3,fd,0.05,3,1,19,3,57,4,0
60,3,fd,0.05,3,2,19,3,57,4,0
60,3,fd,0.05,4,1,19,3,57,4,0
60,3,fd,0.05,4,2,19,3,57,4,0
60,3,fd,0.05,5,1,19,3,57,4,0
60,3,fd,0.05,5,2,19,3,57,4,0
61,3,weak,0.0,0,1,19,3,57,42,0
61,3,weak,0.0,0,2,19,3,57,42,0
61,3,weak,0.01,1,1,19,3,57,4,0
61,3,weak,0.01,1,2,19,3,57,4,0
61,3,weak,0.01,2,1,19,3,57,4,0
61,3,weak,0.01,2,2,19,3,57,4,0
61,3,weak,0.01,3,1,19,3,57,4,0
61,3,weak,0.01,3,2,19,3,57,4,0
61,3,weak,0.01,4,1,19,3,57,4,0
61,3,weak,0.01,4,2,19,3,57,4,0
61,3,weak,0.01,5,1,19,3,57,4,0
61,3,weak,0.01,5,2,19,3,57,4,0
61,3,weak,0.05,1,1,19,3,57,4,0
61,3,weak,0.05,1,2,19,3,57,4,0
61,3,weak,0.05,2,1,19,3,57,4,0
61,3,weak,0.05,2,2,19,3,57,4,0
61,3,weak,0.05,3,1,19,3,57,4,0
61,3,weak,0.05,3,2,19,3,57,4,0
61,3,weak,0.05,4,1,19,3,57,4,0
61,3,weak,0.05,4,2,19,3,57,4,0
61,3,weak,0.05,5,1,19,3,57,4,0
61,3,weak,0.05,5,2,19,3,57,4,0
61,3,fd,0.0,0,1,19,3,57,42,0
61,3,fd,0.0,0,2,19,3,57,42,0
61,3,fd,0.01,1,1,19,3,57,4,0
61,3,fd,0.01,1,2,19,3,57,4,0
61,3,fd,0.01,2,1,19,3,57,4,0
61,3,fd,0.01,2,2,19,3,57,4,0
61,3,fd,0.01,3,1,19,3,57,4,0
61,3,fd,0.01,3,2,19,3,57,4,0
61,3,fd,0.01,4,1,19,3,57,4,0
61,3,fd,0.01,4,2,19,3,57,4,0
61,3,fd,0.01,5,1,19,3,57,4,0
61,3,fd,0.01,5,2,19,3,57,4,0
61,3,fd,0.05,1,1,19,3,57,4,0
61,3,fd,0.05,1,2,19,3,57,4,0
61,3,fd,0.05,2,1,19,3,57,4,0
61,3,fd,0.05,2,2,19,3,57,4,0
61,3,fd,0.05,3,1,19,3,57,4,0
61,3,fd,0.05,3,2,19,3,57,4,0
61,3,fd,0.05,4,1,19,3,57,4,0
61,3,fd,0.05,4,2,19,3,57,4,0
61,3,fd,0.05,5,1,19,3,57,4,0
61,3,fd,0.05,5,2,19,3,57,4,0
62,4,weak,0.0,0,1,27,4,108,58,0
62,4,weak,0.0,0,2,27,4,108,58,0
62,4,weak,0.01,1,1,27,4,108,4,0
62,4,weak,0.01,1,2,27,4,108,4,0
62,4,weak,0.01,2,1,27,4,108,4,0
62,4,weak,0.01,2,2,27,4,108,4,0
62,4,weak,0.01,3,1,27,4,108,4,0
62,4,weak,0.01,3,2,27,4,108,4,0
62,4,weak,0.01,4,1,27,4,108,4,0
62,4,weak,0.01,4,2,27,4,108,4,0
62,4,weak,0.01,5,1,27,4,108,4,0
62,4,weak,0.01,5,2,27,4,108,4,0
62,4,weak,0.05,1,1,27,4,108,4,0
62,4,weak,0.05,1,2,27,4,108,4,0
62,4,weak,0.05,2,1,27,4,108,4,0
62,4,weak,0.05,2,2,27,4,108,4,0
62,4,weak,0.05,3,1,27,4,108,4,0
62,4,weak,0.05,3,2,27,4,108,4,0
62,4,weak,0.05,4,1,27,4,108,4,0
62,4,weak,0.05,4,2,27,4,108,4,0
62,4,weak,0.05,5,1,27,4,108,4,0
62,4,weak,0.05,5,2,27,4,108,4,0
62,4,fd,0.0,0,1,27,4,108,58,0
62,4,fd,0.0,0,2,27,4,108,58,0
62,4,fd,0.01,1,1,27,4,108,4,0
62,4,fd,0.01,1,2,27,4,108,4,0
62,4,fd,0.01,2,1,27,4,108,4,0
62,4,fd,0.01,2,2,27,4,108,4,0
62,4,fd,0.01,3,1,27,4,108,4,0
62,4,fd,0.01,3,2,27,4,108,4,0
62,4,fd,0.01,4,1,27,4,108,4,0
62,4,fd,0.01,4,2,27,4,108,4,0
62,4,fd,0.01,5,1,27,4,108,4,0
62,4,fd,0.01,5,2,27,4,108,4,0
62,4,fd,0.05,1,1,27,4,108,4,0
62,4,fd,0.05,1,2,27,4,108,4,0
62,4,fd,0.05,2,1,27,4,108,4,0
62,4,fd,0.05,2,2,27,4,108,4,0
62,4,fd,0.05,3,1,27,4,108,4,0
62,4,fd,0.05,3,2,27,4,108,4,0
62,4,fd,0.05,4,1,27,4,108,4,0
62,4,fd,0.05,4,2,27,4,108,4,0
62,4,fd,0.05,5,1,27,4,108,4,0
62,4,fd,0.05,5,2,27,4,108,4,0
63,4,weak,0.0,0,1,27,4,108,58,0
63,4,weak,0.0,0,2,27,4,108,58,0
63,4,weak,0.01,1,1,27,4,108,4,0
63,4,weak,0.01,1,2,27,4,108,4,0
63,4,weak,0.01,2,1,27,4,108,4,0
63,4,weak,0.01,2,2,27,4,108,4,0
63,4,weak,0.01,3,1,27,4,108,4,0
63,4,weak,0.01,3,2,27,4,108,4,0
63,4,weak,0.01,4,1,27,4,108,4,0
63,4,weak,0.01,4,2,27,4,108,4,0
63,4,weak,0.01,5,1,27,4,108,4,0
63,4,weak,0.01,5,2,27,4,108,4,0
63,4,weak,0.05,1,1,27,4,108,4,0
63,4,weak,0.05,1,2,27,4,108,4,0
63,4,weak,0.05,2,1,27,4,108,4,0
63,4,weak,0.05,2,2,27,4,108,4,0
63,4,weak,0.05,3,1,27,4,108,4,0
63,4,weak,0.05,3,2,27,4,108,4,0
63,4,weak,0.05,4,1,27,4,108,4,0
63,4,weak,0.05,4,2,27,4,108,4,0
63,4,weak,0.05,5,1,27,4,108,4,0
63,4,weak,0.05,5,2,27,4,108,4,0
63,4,fd,0.0,0,1,27,4,108,58,0
63,4,fd,0.0,0,2,27,4,108,58,0
63,4,fd,0.01,1,1,27,4,108,4,0
63,4,fd,0.01,1,2,27,4,108,4,0
63,4,fd,0.01,2,1,27,4,108,4,0
63,4,fd,0.01,2,2,27,4,108,4,0
63,4,fd,0.01,3,1,27,4,108,4,0
63,4,fd,0.01,3,2,27,4,108,4,0
63,4,fd,0.01,4,1,27,4,108,4,0
63,4,fd,0.01,4,2,27,4,108,4,0
63,4,fd,0.01,5,1,27,4,108,4,0
63,4,fd,0.01,5,2,27,4,108,4,0
63,4,fd,0.05,1,1,27,4,108,4,0
63,4,fd,0.05,1,2,27,4,108,4,0
63,4,fd,0.05,2,1,27,4,108,4,0
63,4,fd,0.05,2,2,27,4,108,4,0
63,4,fd,0.05,3,1,27,4,108,4,0
63,4,fd,0.05,3,2,27,4,108,4,0
63,4,fd,0.05,4,1,27,4,108,4,0
63,4,fd,0.05,4,2,27,4,108,4,0
63,4,fd,0.05,5,1,27,4,108,4,0
63,4,fd,0.05,5,2,27,4,108,4,0
