manifest_index,system_id,system_name,seed,initial_condition_set,variant,basis_name,representability,wp_n1_support_status,raw_support_match,pruned_support_match,support_equality_definition,raw_implies_pruned_violation,r2,r2_gt_0_9,loss,final_stage,eq_final_stages,total_parameter_fits,total_loss_evals,total_ode_solves,elapsed_s,elapsed_s_evidence_role,git_hash,config_fingerprint,stage_cap_behavior_fingerprint,incomplete_allowed,expected_manifest_records,observed_manifest_records,missing_manifest_indices,dim,classification_description,decision_layer
128,45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9994126706958126,True,0.00030017150392601773,5,"[5,5]",470,2294185,2294185,2893.101399575,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),C_literature_all_cells
129,45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9940905208419212,True,0.0015223338780607268,5,"[5,5]",450,2161239,2161239,8954.27186897,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),C_literature_all_cells
130,45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9257423315938047,True,0.0015252659962374103,5,"[5,5]",430,1982183,1982183,12588.25035842,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),C_literature_all_cells
131,45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9257423070104764,True,0.0015252659990787813,5,"[5,5]",450,2135066,2135066,8079.814687448,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),C_literature_all_cells
132,45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.925742276168206,True,0.0015252659986777905,5,"[5,5]",430,2008127,2008127,9248.138526909,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),C_literature_all_cells
133,46,Interacting bar magnets,7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8088552114554013,False,0.00044743855921967223,5,"[5,5]",410,267629,267629,1439.130439083,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Interacting bar magnets,C_literature_all_cells
134,46,Interacting bar magnets,42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8088552114553993,False,0.00044743855921968584,5,"[5,5]",410,355891,355891,613.212156906,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Interacting bar magnets,C_literature_all_cells
135,46,Interacting bar magnets,123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8088552114553956,False,0.0004474385592197037,5,"[5,5]",410,291143,291143,1016.709928474,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Interacting bar magnets,C_literature_all_cells
136,46,Interacting bar magnets,7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9964055080966031,True,0.00017182031444605878,4,"[4,4]",330,190195,190195,1582.303864877,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Interacting bar magnets,C_literature_all_cells
137,46,Interacting bar magnets,42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9964055080956444,True,0.00017182031444612072,4,"[4,4]",330,336348,336348,2373.284216537,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Interacting bar magnets,C_literature_all_cells
138,46,Interacting bar magnets,123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9964055080961917,True,0.00017182031444613348,4,"[4,4]",330,365783,365783,3002.539930003,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Interacting bar magnets,C_literature_all_cells
139,47,Binocular rivalry model (no oscillations),7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.7516370949015643,False,0.0004523586983967372,5,"[5,5]",430,2208382,2208382,20053.733536246,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Binocular rivalry model (no oscillations),C_literature_all_cells
140,47,Binocular rivalry model (no oscillations),42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.7516371986730291,False,0.0004523586983997066,5,"[5,5]",430,2103455,2103455,19640.243947211,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Binocular rivalry model (no oscillations),C_literature_all_cells
141,47,Binocular rivalry model (no oscillations),123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.7516370369982905,False,0.00045235869827611313,5,"[5,5]",430,2148950,2148950,21251.633725438,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Binocular rivalry model (no oscillations),C_literature_all_cells
142,47,Binocular rivalry model (no oscillations),7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9993947344329399,True,0.0006905580302291571,5,"[5,5]",430,779251,779251,7727.40700515,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Binocular rivalry model (no oscillations),C_literature_all_cells
143,47,Binocular rivalry model (no oscillations),42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9994850604543675,True,0.00042209440331964605,5,"[5,5]",510,1162776,1162776,5477.837657716,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Binocular rivalry model (no oscillations),C_literature_all_cells
144,47,Binocular rivalry model (no oscillations),123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9995612479670412,True,0.00040415980429353007,5,"[5,5]",450,798372,798372,4496.701413311,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Binocular rivalry model (no oscillations),C_literature_all_cells
145,48,Bacterial respiration model for nutrients and oxygen levels,7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9972085804868572,True,0.08584044868442728,5,"[3,5]",610,2040318,2040318,41098.229865485,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Bacterial respiration model for nutrients and oxygen levels,C_literature_all_cells
146,48,Bacterial respiration model for nutrients and oxygen levels,42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9974588505827554,True,0.07181456165325355,5,"[3,5]",530,2068738,2068738,54940.181820116,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Bacterial respiration model for nutrients and oxygen levels,C_literature_all_cells
147,48,Bacterial respiration model for nutrients and oxygen levels,123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9971592558388669,True,0.08474153773437217,5,"[3,5]",610,1953451,1953451,18916.884062242,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Bacterial respiration model for nutrients and oxygen levels,C_literature_all_cells
148,48,Bacterial respiration model for nutrients and oxygen levels,7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9991102527834879,True,0.04028113570528296,5,"[4,5]",610,2378718,2378718,22851.890859304,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Bacterial respiration model for nutrients and oxygen levels,C_literature_all_cells
149,48,Bacterial respiration model for nutrients and oxygen levels,42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9991233097848051,True,0.039774743274920726,5,"[4,5]",550,2209894,2209894,30550.00269152,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Bacterial respiration model for nutrients and oxygen levels,C_literature_all_cells
150,48,Bacterial respiration model for nutrients and oxygen levels,123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9960242123491287,True,0.09167612355518437,5,"[4,5]",570,2366785,2366785,48235.848298604,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Bacterial respiration model for nutrients and oxygen levels,C_literature_all_cells
151,49,Brusselator: hypothetical chemical oscillation model (dimensionless),7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9966658358763464,True,0.0007381406760483246,5,"[5,5]",490,2585728,2585728,14898.180834544,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Brusselator: hypothetical chemical oscillation model (dimensionless),C_literature_all_cells
152,49,Brusselator: hypothetical chemical oscillation model (dimensionless),42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9971772891911308,True,0.0006639199000387677,5,"[5,5]",570,2771616,2771616,12300.27653566,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Brusselator: hypothetical chemical oscillation model (dimensionless),C_literature_all_cells
153,49,Brusselator: hypothetical chemical oscillation model (dimensionless),123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9905808862109625,True,0.0020042867597900214,5,"[5,5]",470,2344138,2344138,44601.915815984,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Brusselator: hypothetical chemical oscillation model (dimensionless),C_literature_all_cells
154,49,Brusselator: hypothetical chemical oscillation model (dimensionless),7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9931127404298417,True,0.0002656493561893778,5,"[5,5]",490,1715877,1715877,8450.622431496,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Brusselator: hypothetical chemical oscillation model (dimensionless),C_literature_all_cells
155,49,Brusselator: hypothetical chemical oscillation model (dimensionless),42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9989655539867851,True,5.7157783402911466e-05,5,"[5,5]",550,2595152,2595152,19669.746860553,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Brusselator: hypothetical chemical oscillation model (dimensionless),C_literature_all_cells
156,49,Brusselator: hypothetical chemical oscillation model (dimensionless),123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9931127729058833,True,0.00026564935509006615,5,"[5,5]",490,1971204,1971204,9143.943276395,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Brusselator: hypothetical chemical oscillation model (dimensionless),C_literature_all_cells
157,50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9963746422747396,True,0.002795371871960358,5,"[5,5]",530,6236520,6236520,22394.985560253,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),C_literature_all_cells
158,50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9952794950138922,True,0.003733719700597147,5,"[5,5]",530,6227872,6227872,12230.602448568,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),C_literature_all_cells
159,50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9972485555283421,True,0.0022071632708140867,5,"[5,5]",510,5998178,5998178,23264.369129669,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),C_literature_all_cells
160,50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.913735517687212,True,0.00032388163485135203,5,"[5,3]",430,948768,948768,8493.385076959,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),C_literature_all_cells
161,50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9137355197790573,True,0.0003238816348503469,5,"[5,3]",430,1012414,1012414,10287.529244006,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),C_literature_all_cells
162,50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9137355348882271,True,0.00032388163485335097,5,"[5,3]",430,985438,985438,5398.77127874,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),C_literature_all_cells
163,51,Oscillator death model by Ermentrout and Kopell 1990,7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.999069964224734,True,0.012858640817399927,5,"[5,5]",490,3058221,3058221,45879.560312106,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Oscillator death model by Ermentrout and Kopell 1990,C_literature_all_cells
164,51,Oscillator death model by Ermentrout and Kopell 1990,42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9990901037286142,True,0.012670246635913597,5,"[5,5]",470,2957742,2957742,56743.319922072,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Oscillator death model by Ermentrout and Kopell 1990,C_literature_all_cells
165,51,Oscillator death model by Ermentrout and Kopell 1990,123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9990923283823463,True,0.01267551489023203,5,"[5,5]",530,3371573,3371573,120367.618171037,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Oscillator death model by Ermentrout and Kopell 1990,C_literature_all_cells
166,51,Oscillator death model by Ermentrout and Kopell 1990,7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9832681828914128,True,0.08008126383635257,5,"[5,1]",430,4311773,4311773,6137.18811241,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Oscillator death model by Ermentrout and Kopell 1990,C_literature_all_cells
167,51,Oscillator death model by Ermentrout and Kopell 1990,42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9838478680524657,True,0.06973148743727012,5,"[5,1]",570,5879980,5879980,6905.399855023,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Oscillator death model by Ermentrout and Kopell 1990,C_literature_all_cells
168,51,Oscillator death model by Ermentrout and Kopell 1990,123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9841773843103518,True,0.0685822249136505,5,"[5,1]",530,5596473,5596473,8857.583677729,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Oscillator death model by Ermentrout and Kopell 1990,C_literature_all_cells
169,24,Harmonic oscillator without damping,7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,True,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999999221,True,1.0383814183968562e-14,1,"[1,1]",30,80298,80298,21.643420953,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Harmonic oscillator without damping,A_paired_both_exact
170,24,Harmonic oscillator without damping,42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.999999999999789,True,2.620406139855098e-14,1,"[1,1]",50,95179,95179,26.926229113,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Harmonic oscillator without damping,A_paired_both_exact
171,24,Harmonic oscillator without damping,123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.99999999999976,True,2.963328657813494e-14,1,"[1,1]",30,70292,70292,19.680280231,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Harmonic oscillator without damping,A_paired_both_exact
172,24,Harmonic oscillator without damping,7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999996438,True,4.706390516878191e-15,1,"[1,1]",30,88157,88157,23.203898866,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Harmonic oscillator without damping,A_paired_both_exact
173,24,Harmonic oscillator without damping,42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999994886,True,5.998752439172523e-15,1,"[1,1]",30,84324,84324,20.738662493,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Harmonic oscillator without damping,A_paired_both_exact
174,24,Harmonic oscillator without damping,123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999994882,True,6.004217988776343e-15,1,"[1,1]",30,56427,56427,18.138976615,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Harmonic oscillator without damping,A_paired_both_exact
175,25,Harmonic oscillator with damping,7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999984281,True,7.460186405522452e-15,1,"[1,1]",50,216466,216466,43.98112206,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Harmonic oscillator with damping,A_paired_both_exact
176,25,Harmonic oscillator with damping,42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.984539746051658,True,3.160550403226933e-05,5,"[5,5]",410,2555626,2555626,11761.479606646,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Harmonic oscillator with damping,A_paired_both_exact
177,25,Harmonic oscillator with damping,123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999984069,True,7.509255528721237e-15,1,"[1,1]",70,125738,125738,31.535812947,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Harmonic oscillator with damping,A_paired_both_exact
178,25,Harmonic oscillator with damping,7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,True,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999984407,True,9.471950580784262e-15,1,"[1,1]",30,73573,73573,20.63924306,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Harmonic oscillator with damping,A_paired_both_exact
179,25,Harmonic oscillator with damping,42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9832307343069385,True,0.00011188657841002904,5,"[5,5]",410,555078,555078,7395.041839119,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Harmonic oscillator with damping,A_paired_both_exact
180,25,Harmonic oscillator with damping,123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,True,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999975209,True,1.1526263470075842e-14,1,"[1,1]",30,50135,50135,17.043243399,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Harmonic oscillator with damping,A_paired_both_exact
181,26,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9980022717525323,True,0.0001968312884577648,3,"[3,3]",370,1601246,1601246,5549.013319681,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),A_paired_both_exact
182,26,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.99800227171835,True,0.00019683128826264096,3,"[3,3]",410,1223309,1223309,4611.639751439,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),A_paired_both_exact
183,26,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.998008355067474,True,0.00019647311875266874,3,"[3,3]",350,1049407,1049407,3714.574387324,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),A_paired_both_exact
184,26,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9830366978718705,True,0.0008200473024177052,3,"[3,3]",370,871647,871647,4130.760715483,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),A_paired_both_exact
185,26,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9830366963774124,True,0.0008200473024171206,3,"[3,3]",350,777148,777148,1963.772913937,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),A_paired_both_exact
186,26,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9830367021795752,True,0.0008200473024226583,3,"[3,3]",310,839398,839398,4796.961888135,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Lotka-Volterra competition model (Strogatz version with sheeps and rabbits),A_paired_both_exact
187,27,Lotka-Volterra simple (as on Wikipedia),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.998194562518136,True,0.011156018921080799,3,"[3,3]",510,1895966,1895966,25552.204486548,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Lotka-Volterra simple (as on Wikipedia),A_paired_both_exact
188,27,Lotka-Volterra simple (as on Wikipedia),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9791629654544827,True,0.1284146090393887,3,"[3,3]",570,2209786,2209786,49478.930416407,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Lotka-Volterra simple (as on Wikipedia),A_paired_both_exact
189,27,Lotka-Volterra simple (as on Wikipedia),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.7002568612853637,False,1.8404843383210834,3,"[3,3]",390,1177589,1177589,9307.931896353,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Lotka-Volterra simple (as on Wikipedia),A_paired_both_exact
190,27,Lotka-Volterra simple (as on Wikipedia),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999977839633,True,4.700090422932546e-09,3,"[3,3]",390,4183944,4183944,26433.883600408,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Lotka-Volterra simple (as on Wikipedia),A_paired_both_exact
191,27,Lotka-Volterra simple (as on Wikipedia),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9998118812864223,True,0.00043367319337838837,3,"[3,3]",430,4753478,4753478,13572.771915365,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Lotka-Volterra simple (as on Wikipedia),A_paired_both_exact
