manifest_index,system_id,system_name,seed,initial_condition_set,variant,basis_name,representability,wp_n1_support_status,raw_support_match,pruned_support_match,support_equality_definition,raw_implies_pruned_violation,r2,r2_gt_0_9,loss,final_stage,eq_final_stages,total_parameter_fits,total_loss_evals,total_ode_solves,elapsed_s,elapsed_s_evidence_role,git_hash,config_fingerprint,stage_cap_behavior_fingerprint,incomplete_allowed,expected_manifest_records,observed_manifest_records,missing_manifest_indices,dim,classification_description,decision_layer
66,34,Frictionless bead on a rotating hoop (dimensionless),123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9999499919285411,True,1.3981970371988743e-05,5,"[5,5]",410,1246578,1246578,6754.241297079,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Frictionless bead on a rotating hoop (dimensionless),C_literature_all_cells
67,35,Rotational dynamics of an object in a shear flow,7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.969326778396255,True,0.03894020842160526,5,"[5,5]",610,4949272,4949272,29775.65979786,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Rotational dynamics of an object in a shear flow,C_literature_all_cells
68,35,Rotational dynamics of an object in a shear flow,42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9683245876053804,True,0.040402178196652434,5,"[5,5]",610,4919970,4919970,12884.458137785,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Rotational dynamics of an object in a shear flow,C_literature_all_cells
69,35,Rotational dynamics of an object in a shear flow,123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9197348195473594,True,0.10230197021957116,5,"[5,5]",610,4834475,4834475,25236.228694496,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Rotational dynamics of an object in a shear flow,C_literature_all_cells
70,35,Rotational dynamics of an object in a shear flow,7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9960482155276438,True,0.0019453081008005179,5,"[5,5]",470,1752822,1752822,10526.340713682,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Rotational dynamics of an object in a shear flow,C_literature_all_cells
71,35,Rotational dynamics of an object in a shear flow,42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9963433954933233,True,0.0016797847998829341,5,"[5,5]",490,1798021,1798021,20945.985685606,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Rotational dynamics of an object in a shear flow,C_literature_all_cells
72,35,Rotational dynamics of an object in a shear flow,123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9961746478373534,True,0.0018378855241575926,5,"[5,5]",510,1965497,1965497,21081.386002575,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Rotational dynamics of an object in a shear flow,C_literature_all_cells
73,36,"Pendulum with non-linear damping, no driving (dimensionless)",7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9997978418451934,True,1.1900099458048476e-05,5,"[5,5]",430,521243,521243,2154.351645556,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Pendulum with non-linear damping, no driving (dimensionless)",C_literature_all_cells
74,36,"Pendulum with non-linear damping, no driving (dimensionless)",42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.999793454291912,True,1.2070436134925563e-05,5,"[5,5]",410,535228,535228,1665.895386937,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Pendulum with non-linear damping, no driving (dimensionless)",C_literature_all_cells
75,36,"Pendulum with non-linear damping, no driving (dimensionless)",123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9997934543402085,True,1.207043613488534e-05,5,"[5,5]",410,563748,563748,1459.466296823,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Pendulum with non-linear damping, no driving (dimensionless)",C_literature_all_cells
76,36,"Pendulum with non-linear damping, no driving (dimensionless)",7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9990767808003881,True,8.441134836497016e-05,5,"[5,4]",410,713873,713873,1517.797067309,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Pendulum with non-linear damping, no driving (dimensionless)",C_literature_all_cells
77,36,"Pendulum with non-linear damping, no driving (dimensionless)",42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9990767808277615,True,8.441134836497568e-05,5,"[5,4]",410,503695,503695,1185.852661833,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Pendulum with non-linear damping, no driving (dimensionless)",C_literature_all_cells
78,36,"Pendulum with non-linear damping, no driving (dimensionless)",123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9990767808437494,True,8.441134836494917e-05,5,"[5,4]",410,806603,806603,1334.173725012,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Pendulum with non-linear damping, no driving (dimensionless)",C_literature_all_cells
79,37,Van der Pol oscillator (standard form),7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9895843163271717,True,0.020124589716207047,5,"[5,5]",430,2113986,2113986,43942.299089022,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (standard form),C_literature_all_cells
80,37,Van der Pol oscillator (standard form),42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.99122223992825,True,0.016789129259210733,5,"[5,5]",610,3054970,3054970,30601.805509199,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (standard form),C_literature_all_cells
81,37,Van der Pol oscillator (standard form),123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9948273443120135,True,0.010023550992171929,5,"[5,5]",570,2961114,2961114,60236.575219078,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (standard form),C_literature_all_cells
82,37,Van der Pol oscillator (standard form),7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9844696513284924,True,0.03850630962732998,5,"[5,5]",530,2372494,2372494,11428.047034031,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (standard form),C_literature_all_cells
83,37,Van der Pol oscillator (standard form),42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9867525632137901,True,0.03158171637065373,5,"[5,5]",610,2528808,2528808,41556.778547684,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (standard form),C_literature_all_cells
84,37,Van der Pol oscillator (standard form),123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9754578806622366,True,0.06042145127592269,5,"[5,5]",570,2470835,2470835,10547.350163208,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (standard form),C_literature_all_cells
85,38,Van der Pol oscillator (simplified form from Strogatz),7,1,wp_n1_old_basis,default_staged_polynomial_basis,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999892725,True,6.875193026979932e-12,4,"[4,4]",490,4600277,4600277,8091.440363902,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (simplified form from Strogatz),A_paired_both_exact
86,38,Van der Pol oscillator (simplified form from Strogatz),42,1,wp_n1_old_basis,default_staged_polynomial_basis,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999910083,True,6.789503410169359e-12,4,"[4,4]",430,3514949,3514949,16200.439396485,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (simplified form from Strogatz),A_paired_both_exact
87,38,Van der Pol oscillator (simplified form from Strogatz),123,1,wp_n1_old_basis,default_staged_polynomial_basis,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999896569,True,6.82526620695982e-12,4,"[4,4]",550,4795677,4795677,14524.086194576,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (simplified form from Strogatz),A_paired_both_exact
88,38,Van der Pol oscillator (simplified form from Strogatz),7,2,wp_n1_old_basis,default_staged_polynomial_basis,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999928705,True,9.439390167665318e-12,4,"[4,4]",330,1412203,1412203,12849.999334964,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (simplified form from Strogatz),A_paired_both_exact
89,38,Van der Pol oscillator (simplified form from Strogatz),42,2,wp_n1_old_basis,default_staged_polynomial_basis,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999908666,True,1.0032731966273457e-11,4,"[4,4]",370,2024533,2024533,30753.969840224,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (simplified form from Strogatz),A_paired_both_exact
90,38,Van der Pol oscillator (simplified form from Strogatz),123,2,wp_n1_old_basis,default_staged_polynomial_basis,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999921629,True,9.597812043587234e-12,4,"[4,4]",290,1188968,1188968,6581.848668632,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (simplified form from Strogatz),A_paired_both_exact
91,39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9535047340218543,True,0.00048443320411708574,5,"[1,5]",410,2572617,2572617,7919.303444808,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",C_literature_all_cells
92,39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9535047313300553,True,0.0004844332041186988,5,"[1,5]",410,2638515,2638515,7559.977760211,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",C_literature_all_cells
93,39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9535047348191364,True,0.00048443320411720354,5,"[1,5]",410,2604934,2604934,1943.467790207,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",C_literature_all_cells
94,39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.980219838509915,True,0.0005307746474773389,5,"[5,5]",410,352866,352866,5779.796801894,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",C_literature_all_cells
95,39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9802198386222805,True,0.000530774647477379,5,"[5,5]",410,353363,353363,3943.230421202,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",C_literature_all_cells
96,39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9802198390407495,True,0.0005307746474775246,5,"[5,5]",410,384763,384763,6283.997960337,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",C_literature_all_cells
97,40,Duffing equation (weakly non-linear oscillation),7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9559790791763875,True,0.06465105660785689,5,"[5,1]",470,3209368,3209368,47848.803295211,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Duffing equation (weakly non-linear oscillation),C_literature_all_cells
98,40,Duffing equation (weakly non-linear oscillation),42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9559790771313355,True,0.06465105660779502,5,"[5,1]",470,3202094,3202094,51024.797215819,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Duffing equation (weakly non-linear oscillation),C_literature_all_cells
99,40,Duffing equation (weakly non-linear oscillation),123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9559790775707555,True,0.06465105660764127,5,"[5,1]",450,3143676,3143676,59885.40596447,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Duffing equation (weakly non-linear oscillation),C_literature_all_cells
100,40,Duffing equation (weakly non-linear oscillation),7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9695380928488487,True,0.03286952770582692,5,"[5,5]",590,7969549,7969549,69229.169086842,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Duffing equation (weakly non-linear oscillation),C_literature_all_cells
101,40,Duffing equation (weakly non-linear oscillation),42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9775947196072639,True,0.024215997654373572,5,"[5,5]",610,8577451,8577451,139834.813445703,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Duffing equation (weakly non-linear oscillation),C_literature_all_cells
102,40,Duffing equation (weakly non-linear oscillation),123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9693751858841255,True,0.032880054181720075,5,"[5,5]",610,8565752,8565752,72683.801109825,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Duffing equation (weakly non-linear oscillation),C_literature_all_cells
103,41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9772423641860369,True,0.001433776961860932,5,"[5,5]",510,4499485,4499485,5424.832248437,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),C_literature_all_cells
104,41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9758890365045323,True,0.0015664326291712947,5,"[5,5]",490,4046153,4046153,8851.61052395,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),C_literature_all_cells
105,41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9763527709053751,True,0.001526069442294817,5,"[5,5]",510,3877206,3877206,6334.676898814,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),C_literature_all_cells
106,41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9669562829050499,True,0.005242817663935723,5,"[5,5]",530,5068301,5068301,23954.963492505,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),C_literature_all_cells
107,41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9698145697623737,True,0.004852750357651689,5,"[5,5]",570,5278693,5278693,15708.909714502,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),C_literature_all_cells
108,41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9610195339280212,True,0.006140551985560239,5,"[5,5]",530,4445908,4445908,5058.402663824,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),C_literature_all_cells
109,42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9430080964754542,True,0.10484536116949356,5,"[5,5]",610,6030167,6030167,22261.424800726,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),C_literature_all_cells
110,42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9122882877835075,True,0.1581171963951618,5,"[5,5]",610,5709724,5709724,178451.886037139,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),C_literature_all_cells
111,42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9110067079453723,True,0.15616324225782105,5,"[5,5]",610,5689740,5689740,18935.779046303,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),C_literature_all_cells
112,42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9817359526535903,True,0.01445796854381173,5,"[5,5]",610,1644914,1644914,15004.642732698,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),C_literature_all_cells
113,42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9797229372475789,True,0.015859309133441784,5,"[5,5]",550,1227179,1227179,10902.114300583,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),C_literature_all_cells
114,42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9799785164395557,True,0.015752319667064883,5,"[5,5]",570,1490981,1490981,11711.89548773,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),C_literature_all_cells
115,43,Driven pendulum with linear damping / Josephson junction (dimensionless),7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9810033426343372,True,0.0172533393350052,5,"[5,5]",570,3246400,3246400,27672.568031251,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with linear damping / Josephson junction (dimensionless),C_literature_all_cells
116,43,Driven pendulum with linear damping / Josephson junction (dimensionless),42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9808885178824462,True,0.017663408041851264,5,"[5,5]",490,2612515,2612515,87212.049942701,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with linear damping / Josephson junction (dimensionless),C_literature_all_cells
117,43,Driven pendulum with linear damping / Josephson junction (dimensionless),123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9811152501338255,True,0.018287515174131404,5,"[5,5]",510,3013788,3013788,47250.153819779,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with linear damping / Josephson junction (dimensionless),C_literature_all_cells
118,43,Driven pendulum with linear damping / Josephson junction (dimensionless),7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9816772957551798,True,0.0064001981165891985,5,"[5,5]",590,2812810,2812810,61678.99955538,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with linear damping / Josephson junction (dimensionless),C_literature_all_cells
119,43,Driven pendulum with linear damping / Josephson junction (dimensionless),42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8876635197696345,False,0.040607178526086356,5,"[5,5]",590,3265850,3265850,108246.711437188,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with linear damping / Josephson junction (dimensionless),C_literature_all_cells
120,43,Driven pendulum with linear damping / Josephson junction (dimensionless),123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8849214005163645,False,0.04083874473709557,5,"[5,5]",510,2258440,2258440,26337.290404642,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with linear damping / Josephson junction (dimensionless),C_literature_all_cells
121,44,Driven pendulum with quadratic damping (dimensionless),7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9648127371465642,True,0.010712248632657309,5,"[5,5]",590,3468569,3468569,38518.940657424,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with quadratic damping (dimensionless),C_literature_all_cells
122,44,Driven pendulum with quadratic damping (dimensionless),42,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9678915700941252,True,0.009719616358690078,5,"[5,5]",530,2885630,2885630,24361.251081013,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with quadratic damping (dimensionless),C_literature_all_cells
123,44,Driven pendulum with quadratic damping (dimensionless),123,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9678915843449789,True,0.009719616357640917,5,"[5,5]",570,3260164,3260164,21741.874982163,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with quadratic damping (dimensionless),C_literature_all_cells
124,44,Driven pendulum with quadratic damping (dimensionless),7,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9906318709938275,True,0.0014833484153351773,5,"[5,5]",530,1998885,1998885,50443.572575555,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with quadratic damping (dimensionless),C_literature_all_cells
125,44,Driven pendulum with quadratic damping (dimensionless),42,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9903736205159106,True,0.0014432215987218444,5,"[5,5]",510,1956849,1956849,63084.711201424,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with quadratic damping (dimensionless),C_literature_all_cells
126,44,Driven pendulum with quadratic damping (dimensionless),123,2,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.7346260755092797,False,0.03516993713142135,5,"[5,5]",610,2844730,2844730,38197.951200592,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with quadratic damping (dimensionless),C_literature_all_cells
127,45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),7,1,wp_n1_old_basis,default_staged_polynomial_basis,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9994126705709465,True,0.00030017150699822103,5,"[5,5]",470,2462725,2462725,1899.375152669,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),C_literature_all_cells
